root_norm	stem	form_tag	frame_signature	instance_count	sample_refs	object_status_profile	prep_profile	object_root_profile	prep_object_root_profile	surah_count
أ خ ذ	أخذ	PV	obj=explicit|prep=-|clause=no|cognate=no	18	2:63:3;2:83:3;2:84:3;2:93:3;3:81:3;3:187:3;4:154:23;5:12:4;5:70:3;6:46:4	explicit:18		و ث ق:10;ل ل ذ:3;س م ع:1;ل و ح:1;ز خ ر ف:1;ق ر ي:1		11
أ خ ذ	أخذ	PV	obj=explicit|prep=بـ;بـ|clause=no|cognate=no	1	7:165:13	explicit:1	بـ:2	ل ل ذ:1	ع ذ ب:1	1
أ خ ذ	أخذ	PV	obj=explicit|prep=بـ|clause=no|cognate=no	4	7:94:9;7:130:4;23:64:3;29:40:3	explicit:4	بـ:4	أ ه ل:1;أ و ل:1;ت ر ف:1;ك ل ل:1	ب أ س:1;س ن ن:1;ع ذ ب:1;ذ ن ب:1	3
أ خ ذ	أخذ	PV	obj=explicit|prep=عَلَى|clause=no|cognate=no	2	3:81:28;12:80:14	explicit:2	عَلَى:2	أ ص ر:1;و ث ق:1		2
أ خ ذ	أخذ	PV	obj=explicit|prep=مِن;مِن;مِن;مِن;مِن;مِن|clause=no|cognate=no	1	33:7:3	explicit:1	مِن:6	و ث ق:1	ن ب أ:1;ن و ح:1;ب ر ه م:1;ع ي س:1	1
أ خ ذ	أخذ	PV	obj=explicit|prep=مِن;مِن|clause=yes|cognate=no	1	7:172:3	explicit:1	مِن:2		ب ن ي:1;ظ ه ر:1	1
أ خ ذ	أخذ	PV	obj=explicit|prep=مِن|clause=no|cognate=no	4	4:21:11;5:14:7;9:50:11;33:7:21	explicit:4	مِن:4	و ث ق:3;أ م ر:1	ل ل ذ:1;ق ب ل:1	4
أ خ ذ	أخذ	PV	obj=none_absolute|prep=بـ|clause=no|cognate=no	1	7:150:21	none_absolute:1	بـ:1		ر أ س:1	1
أ خ ذ	أخذ	PV	obj=none_absolute|prep=مِن;بـ|clause=no|cognate=no	1	69:45:2	none_absolute:1	مِن:1;بـ:1		ي م ن:1	1
أ خ ذ	أخذ	PV	obj=none_passive|prep=-|clause=no|cognate=no	1	33:61:4	none_passive:1				1
أ خ ذ	أخذ	PV	obj=none_passive|prep=مِن|clause=no|cognate=no	1	8:70:20	none_passive:1	مِن:1			1
أ خ ذ	أخذ	PV_PASS	obj=none_passive|prep=مِن|clause=no|cognate=no	1	34:51:10	none_passive:1	مِن:1		ك و ن:1	1
أ خ ذ	ؤاخذ	IV	obj=clitic|prep=-|clause=no|cognate=no	1	2:286:17	clitic:1				1
أ خ ذ	ؤاخذ	IV	obj=clitic|prep=بـ|clause=no|cognate=no	6	2:225:2;2:225:10;5:89:2;5:89:10;18:58:7;18:73:3	clitic:6	بـ:6		ل غ و:2	3
أ خ ذ	ؤاخذ	IV	obj=explicit|prep=بـ|clause=no|cognate=no	2	16:61:3;35:45:3	explicit:2	بـ:2	أ ن س:2	ظ ل م:1	2
أ خ ذ	ؤخذ	IV_PASS	obj=none_passive|prep=بـ;بـ|clause=no|cognate=no	1	55:41:6	none_passive:1	بـ:2		ن ص ي:1;ق د م:1	1
أ خ ذ	ؤخذ	IV_PASS	obj=none_passive|prep=عَلَى|clause=no|cognate=no	1	7:169:23	none_passive:1	عَلَى:1			1
أ خ ذ	ؤخذ	IV_PASS	obj=none_passive|prep=مِن;مِن|clause=no|cognate=no	1	57:15:4	none_passive:1	مِن:2		ل ل ذ:1	1
أ خ ذ	ؤخذ	IV_PASS	obj=none_passive|prep=مِن|clause=no|cognate=no	2	2:48:17;6:70:38	none_passive:2	مِن:2			2
أ خ ذ	اتخذ	CV	obj=both|prep=-|clause=no|cognate=no	2	5:116:12;73:9:10	both:2		أ ل ه:1;و ك ل:1		2
أ خ ذ	اتخذ	CV	obj=explicit|prep=مِن;مِن;مِن|clause=no|cognate=no	1	16:68:7	explicit:1	مِن:3	ب ي ت:1	ج ب ل:1;ش ج ر:1	1
أ خ ذ	اتخذ	PV	obj=both|prep=-|clause=no|cognate=no	21	4:125:19;5:57:8;5:58:6;5:81:13;6:70:4;7:30:9;7:51:2;9:31:1;11:92:10;17:73:17	both:21		ه ز أ:6;د ي ن:3;أ ي ي:3;خ ل ل:2;و ل ي:2;أ ل ه:2;ه و ي:2;ي م ن:2;ج ن ن:2;ب ر ه م:1		14
أ خ ذ	اتخذ	PV	obj=clitic|prep=-|clause=no|cognate=no	1	7:148:22	clitic:1				1
أ خ ذ	اتخذ	PV	obj=clitic|prep=مِن|clause=no|cognate=no	1	21:17:7	clitic:1	مِن:1		ل د ن:1	1
أ خ ذ	اتخذ	PV	obj=explicit|prep=-|clause=no|cognate=no	16	2:116:3;7:152:3;9:107:3;10:68:2;18:4:5;19:78:4;19:87:6;19:88:3;21:21:2;21:24:2	explicit:16		و ل د:6;أ ل ه:4;ع ه د:2;ع ج ل:1;س ج د:1;س ب ل:1;ب ي ت:1;ص ح ب:1		12
أ خ ذ	اتخذ	PV	obj=explicit|prep=إِلَى|clause=no|cognate=no	3	73:19:7;76:29:7;78:39:7	explicit:3	إِلَى:3	س ب ل:2;أ و ب:1	ر ب ب:3	3
أ خ ذ	اتخذ	PV	obj=explicit|prep=عَلَى|clause=no|cognate=no	1	18:77:27	explicit:1	عَلَى:1	أ ج ر:1		1
أ خ ذ	اتخذ	PV	obj=explicit|prep=فِي|clause=no|cognate=no	2	18:61:9;18:63:19	explicit:2	فِي:2	س ب ل:2	ب ح ر:2	1
أ خ ذ	اتخذ	PV	obj=explicit|prep=مِن;مِن|clause=no|cognate=no	1	7:148:2	explicit:1	مِن:2	ع ج ل:1	ب ع د:1;ح ل ي:1	1
أ خ ذ	اتخذ	PV	obj=explicit|prep=مِن|clause=no|cognate=no	20	2:51:8;2:92:9;2:125:11;4:153:28;13:16:11;17:40:7;18:15:3;19:17:2;19:81:2;23:91:2	explicit:20	مِن:20	و ل ي:6;أ ل ه:4;ع ج ل:3;ص ل و:1;أ ن ث:1;ح ج ب:1;و ل د:1;و ث ن:1;و د د:1;ش ف ع:1	د و ن:13;ب ع د:3;ق و م:1;م ل ك:1;و ل د:1	14
أ خ ذ	تخذ	IV	obj=both|prep=-|clause=no|cognate=no	23	2:67:14;2:231:32;3:28:2;3:64:23;4:144:6;5:51:6;5:57:6;6:14:4;6:74:8;7:146:25	both:23		و ل ي:7;ه ز أ:5;ك ف ر:2;ب ع ض:2;س ب ل:2;و ل د:2;أ ي ي:1;ر ب ب:1;ه و د:1;ل ل ذ:1		15
أ خ ذ	تخذ	IV	obj=both|prep=-|clause=yes|cognate=no	1	16:92:12	both:1		ي م ن:1;د خ ل:1		1
أ خ ذ	تخذ	IV	obj=both|prep=مِن|clause=no|cognate=no	4	4:119:25;4:139:2;18:50:22;18:102:6	both:4	مِن:4	و ل ي:4;ش ط ن:1;ك ف ر:1;ع ب د:1	د و ن:4	2
أ خ ذ	تخذ	IV	obj=explicit|prep=-|clause=no|cognate=no	10	3:80:5;3:118:6;4:150:28;16:51:5;17:111:8;19:92:7;21:17:4;25:2:9;26:129:2;39:4:5	explicit:10		و ل د:4;م ل ك:1;ر ب ب:1;ب ط ن:1;س ب ل:1;أ ل ه:1;ل ه و:1;ص ن ع:1		9
أ خ ذ	تخذ	IV	obj=explicit|prep=إِلَى|clause=no|cognate=no	1	25:57:11	explicit:1	إِلَى:1	س ب ل:1	ر ب ب:1	1
أ خ ذ	تخذ	IV	obj=explicit|prep=عَلَى|clause=no|cognate=no	1	18:21:37	explicit:1	عَلَى:1	س ج د:1		1
أ خ ذ	تخذ	IV	obj=explicit|prep=فِي|clause=no|cognate=no	1	18:86:25	explicit:1	فِي:1	ح س ن:1		1
أ خ ذ	تخذ	IV	obj=explicit|prep=مِن;مِن|clause=no|cognate=no	1	16:67:7	explicit:1	مِن:2	س ك ر:1;ر ز ق:1	ث م ر:1	1
أ خ ذ	تخذ	IV	obj=explicit|prep=مِن|clause=no|cognate=no	10	2:165:5;3:140:23;4:89:12;4:89:31;4:118:6;7:74:13;9:16:14;17:2:11;19:35:6;36:23:1	explicit:10	مِن:10	و ل ي:2;ن د د:1;ش ه د:1;ن ص ب:1;ق ص ر:1;و ل ج:1;و ك ل:1;و ل د:1;أ ل ه:1	د و ن:4;ع ب د:1;س ه ل:1;و ل د:1	8
أ خ ذ	تخذ	IV	obj=none_absolute|prep=مِن;مِن|clause=no|cognate=no	1	25:18:8	none_absolute:1	مِن:2		د و ن:1;و ل ي:1	1
أ خ ذ	تخذ	PV	obj=both|prep=-|clause=no|cognate=no	1	38:63:1	both:1		س خ ر:1		1
أ خ ذ	تخذ	PV	obj=explicit|prep=-|clause=no|cognate=no	1	2:80:10	explicit:1		ع ه د:1		1
أ خ ذ	خذ	CV	obj=clitic|prep=-|clause=no|cognate=no	8	4:89:24;4:91:28;5:41:42;9:5:12;20:21:2;44:47:1;59:7:38;69:30:1	clitic:8				7
أ خ ذ	خذ	CV	obj=clitic|prep=بـ|clause=no|cognate=no	1	7:145:16	clitic:1	بـ:1		ق و ي:1	1
أ خ ذ	خذ	CV	obj=explicit|prep=-|clause=no|cognate=no	7	2:260:23;4:71:5;4:102:77;7:31:4;7:144:14;7:199:1;12:78:11	explicit:7		ح ذ ر:2;ر ب ع:1;ز ي ن:1;ع ف و:1;أ ح د:1		4
أ خ ذ	خذ	CV	obj=explicit|prep=بـ|clause=no|cognate=no	5	2:63:9;2:93:9;7:171:14;19:12:3;38:44:2	explicit:5	بـ:5	ك ت ب:1;ض غ ث:1	ق و ي:4;ي د ي:1	4
أ خ ذ	خذ	CV	obj=explicit|prep=مِن|clause=no|cognate=no	1	9:103:1	explicit:1	مِن:1	ص د ق:1	م و ل:1	1
أ خ ر	أخر	CV	obj=clitic|prep=إِلَى|clause=no|cognate=no	1	14:44:12	clitic:1	إِلَى:1		أ ج ل:1	1
أ خ ر	أخر	PV	obj=clitic|prep=إِلَى|clause=no|cognate=no	3	4:77:40;17:62:9;63:10:16	clitic:3	إِلَى:3		أ ج ل:2;ي و م:1	3
أ خ ر	أخر	PV	obj=explicit|prep=-|clause=no|cognate=no	2	75:13:8;82:5:6	explicit:2				2
أ خ ر	أخر	PV	obj=explicit|prep=عَن;إِلَى|clause=no|cognate=no	1	11:8:4	explicit:1	عَن:1;إِلَى:1	ع ذ ب:1	أ م م:1	1
أ خ ر	ؤخر	IV	obj=clitic|prep=إِلَى|clause=no|cognate=no	2	16:61:15;35:45:17	clitic:2	إِلَى:2		أ ج ل:2	2
أ خ ر	ؤخر	IV	obj=clitic|prep=لـ|clause=no|cognate=no	2	11:104:3;14:42:10	clitic:2	لـ:2		أ ج ل:1;ي و م:1	2
أ خ ر	ؤخر	IV	obj=explicit|prep=-|clause=no|cognate=no	1	63:11:3	explicit:1		ن ف س:1		1
أ خ ر	ؤخر	IV	obj=none_passive|prep=-|clause=no|cognate=no	1	71:4:16	none_passive:1				1
أ خ ر	ؤخر	PV	obj=clitic|prep=إِلَى|clause=no|cognate=no	2	14:10:17;71:4:6	clitic:2	إِلَى:2		أ ج ل:2	2
أ خ ر	تأخر	IV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	74:37:8	none_intransitive:1				1
أ خ ر	تأخر	PV	obj=none_intransitive|prep=-|clause=no|cognate=no	2	2:203:18;48:2:11	none_intransitive:2				2
أ خ ر	ستأخر	IV	obj=none_intransitive|prep=-|clause=no|cognate=no	5	7:34:11;10:49:23;15:5:8;16:61:24;23:43:8	none_intransitive:5				5
أ خ ر	ستأخر	IV	obj=none_intransitive|prep=عَن|clause=no|cognate=no	1	34:30:6	none_intransitive:1	عَن:1			1
أ د د	أد	PV	obj=explicit|prep=إِلَى|clause=no|cognate=no	1	44:18:2	explicit:1	إِلَى:1	ع ب د:1		1
أ ذ ن	آذن	PV	obj=both|prep=-|clause=yes|cognate=no	1	41:47:29	both:1				1
أ ذ ن	آذن	PV	obj=clitic|prep=عَلَى|clause=no|cognate=no	1	21:109:6	clitic:1	عَلَى:1		س و ي:1	1
أ ذ ن	آذن	PV	obj=none_absolute|prep=لـ|clause=no|cognate=no	2	7:123:7;20:71:6	none_absolute:2	لـ:2			2
أ ذ ن	آذن	PV	obj=none_intransitive|prep=لـ|clause=no|cognate=no	1	26:49:6	none_intransitive:1	لـ:1			1
أ ذ ن	أذن	CV	obj=none_absolute|prep=فِي;بـ|clause=no|cognate=no	1	22:27:2	none_absolute:1	فِي:1;بـ:1		أ ن س:1;ح ج ج:1	1
أ ذ ن	أذن	CV	obj=none_absolute|prep=لـ|clause=no|cognate=no	1	24:62:37	none_absolute:1	لـ:1		م ن ن:1	1
أ ذ ن	أذن	CV	obj=none_intransitive|prep=بـ|clause=no|cognate=no	1	2:279:6	none_intransitive:1	بـ:1		ح ر ب:1	1
أ ذ ن	أذن	IV	obj=none_absolute|prep=بـ|clause=no|cognate=no	1	42:21:12	none_absolute:1	بـ:1			1
أ ذ ن	أذن	IV	obj=none_absolute|prep=لـ|clause=no|cognate=no	2	12:80:31;53:26:15	none_absolute:2	لـ:2		م ن ن:1	2
أ ذ ن	أذن	PV	obj=clausal|prep=-|clause=yes|cognate=no	2	7:44:25;12:70:12	clausal:2				2
أ ذ ن	أذن	PV	obj=clausal|prep=فِي|clause=yes|cognate=no	1	24:36:3	clausal:1	فِي:1		ب ي ت:1	1
أ ذ ن	أذن	PV	obj=none_absolute|prep=لـ;لـ|clause=no|cognate=no	1	9:43:5	none_absolute:1	لـ:2			1
أ ذ ن	أذن	PV	obj=none_absolute|prep=لـ|clause=no|cognate=no	1	10:59:17	none_absolute:1	لـ:1			1
أ ذ ن	أذن	PV	obj=none_intransitive|prep=لـ|clause=no|cognate=no	5	20:109:7;34:23:9;78:38:11;84:2:2;84:5:2	none_intransitive:5	لـ:5		ر ب ب:2	4
أ ذ ن	أذن	PV_PASS	obj=none_passive|prep=لـ;بـ|clause=yes|cognate=no	1	22:39:1	none_passive:1	لـ:1;بـ:1		ل ل ذ:1	1
أ ذ ن	ؤذن	IV_PASS	obj=none_passive|prep=لـ;إِلَى|clause=no|cognate=no	1	33:53:11	none_passive:1	لـ:1;إِلَى:1		ط ع م:1	1
أ ذ ن	ؤذن	IV_PASS	obj=none_passive|prep=لـ|clause=no|cognate=no	4	9:90:7;16:84:10;24:28:11;77:36:3	none_passive:4	لـ:4		ل ل ذ:1	4
أ ذ ن	ئذن	CV	obj=none_absolute|prep=لـ|clause=no|cognate=no	1	9:49:5	none_absolute:1	لـ:1			1
أ ذ ن	استأذن	IV	obj=clitic|prep=لـ|clause=no|cognate=no	1	24:62:32	clitic:1	لـ:1		ب ع ض:1	1
أ ذ ن	استأذن	PV	obj=clitic|prep=-|clause=no|cognate=no	1	9:86:13	clitic:1				1
أ ذ ن	استأذن	PV	obj=clitic|prep=لـ|clause=no|cognate=no	1	9:83:9	clitic:1	لـ:1		خ ر ج:1	1
أ ذ ن	استأذن	PV	obj=none_absolute|prep=-|clause=no|cognate=no	1	24:59:12	none_absolute:1				1
أ ذ ن	تأذن	PV	obj=clausal|prep=-|clause=yes|cognate=no	1	7:167:3	clausal:1				1
أ ذ ن	تأذن	PV	obj=none_absolute|prep=-|clause=no|cognate=no	1	14:7:3	none_absolute:1				1
أ ذ ن	ستأذن	IV	obj=clausal|prep=-|clause=yes|cognate=no	1	9:44:2	clausal:1				1
أ ذ ن	ستأذن	IV	obj=clitic|prep=-|clause=no|cognate=no	5	9:45:2;9:93:5;24:58:6;24:62:19;24:62:22	clitic:5				2
أ ذ ن	ستأذن	IV	obj=explicit|prep=-|clause=no|cognate=no	1	33:13:15	explicit:1		ن ب أ:1		1
أ ذ ن	ستأذن	IV	obj=none_absolute|prep=-|clause=no|cognate=no	1	24:59:9	none_absolute:1				1
أ ذ ي	آذ	PV	obj=clitic|prep=-|clause=no|cognate=no	1	4:16:6	clitic:1				1
أ ذ ي	آذ	PV	obj=explicit|prep=-|clause=no|cognate=no	1	33:69:9	explicit:1				1
أ ذ ي	آذي	PV	obj=clitic|prep=-|clause=no|cognate=no	1	14:12:17	clitic:1				1
أ ذ ي	أوذ	PV_PASS	obj=none_passive|prep=-|clause=no|cognate=no	1	6:34:14	none_passive:1				1
أ ذ ي	أوذ	PV_PASS	obj=none_passive|prep=فِي|clause=no|cognate=no	1	3:195:27	none_passive:1	فِي:1		س ب ل:1	1
أ ذ ي	أوذي	PV_PASS	obj=none_passive|prep=مِن;مِن|clause=no|cognate=no	1	7:129:2	none_passive:1	مِن:2		ق ب ل:1;ب ع د:1	1
أ ذ ي	ؤذ	IV	obj=clitic|prep=-|clause=no|cognate=no	1	61:5:10	clitic:1				1
أ ذ ي	ؤذ	IV	obj=explicit|prep=-|clause=no|cognate=no	5	9:61:4;9:61:29;33:53:68;33:57:3;33:58:3	explicit:5		ر س ل:2;ن ب أ:1;أ ل ه:1;أ م ن:1		2
أ ذ ي	ؤذي	IV	obj=explicit|prep=-|clause=no|cognate=no	1	33:53:37	explicit:1		ن ب أ:1		1
أ ذ ي	ؤذي	IV	obj=none_passive|prep=-|clause=no|cognate=no	1	33:59:22	none_passive:1				1
أ ذ ي	وذي	IV_PASS	obj=none_passive|prep=فِي|clause=no|cognate=no	1	29:10:11	none_passive:1	فِي:1		أ ل ه:1	1
أ ز ر	آزر	PV	obj=clitic|prep=-|clause=no|cognate=no	1	48:29:40	clitic:1				1
أ ز ز	ؤز	IV	obj=clitic|prep=-|clause=no|cognate=no	1	19:83:8	clitic:1				1
أ ز ف	أزف	PV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	53:57:1	none_intransitive:1				1
أ س س	أسس	PV	obj=explicit|prep=عَلَى|clause=no|cognate=no	2	9:109:3;9:109:14	explicit:2	عَلَى:2	ب ن ي:2	و ق ي:1;ش ف و:1	1
أ س س	أسس	PV_PASS	obj=none_passive|prep=عَلَى;مِن|clause=no|cognate=no	1	9:108:7	none_passive:1	عَلَى:1;مِن:1		و ق ي:1;أ و ل:1	1
أ س ف	آسف	PV	obj=clitic|prep=-|clause=no|cognate=no	1	43:55:3	clitic:1				1
أ س و	آسى	IV	obj=none_intransitive|prep=عَلَى|clause=no|cognate=no	1	7:93:18	none_intransitive:1	عَلَى:1		ق و م:1	1
أ س و	أس	IV	obj=none_intransitive|prep=عَلَى|clause=no|cognate=no	3	5:26:13;5:68:34;57:23:3	none_intransitive:3	عَلَى:3		ق و م:2	2
أ ف ك	أفك	IV	obj=clitic|prep=عَن|clause=no|cognate=no	1	46:22:4	clitic:1	عَن:1		أ ل ه:1	1
أ ف ك	أفك	IV	obj=explicit|prep=-|clause=no|cognate=no	2	7:117:13;26:45:10	explicit:2				2
أ ف ك	أفك	PV_PASS	obj=none_passive|prep=-|clause=no|cognate=no	1	51:9:4	none_passive:1				1
أ ف ك	ؤفك	IV_PASS	obj=none_passive|prep=-|clause=no|cognate=no	9	5:75:27;6:95:20;9:30:26;10:34:18;29:61:20;35:3:24;40:62:13;43:87:12;63:4:26	none_passive:9				9
أ ف ك	ؤفك	IV_PASS	obj=none_passive|prep=عَن|clause=no|cognate=no	1	51:9:1	none_passive:1	عَن:1			1
أ ف ك	ؤفك	IV_PASS	obj=none_passive|prep=كـ|clause=no|cognate=no	2	30:55:14;40:63:3	none_passive:2	كـ:2			2
أ ف ل	أفل	PV	obj=none_intransitive|prep=-|clause=no|cognate=no	3	6:76:13;6:77:11;6:78:13	none_intransitive:3				1
أ ك ل	أكل	IV	obj=clitic|prep=-|clause=no|cognate=no	6	3:183:15;4:6:19;12:13:11;12:43:9;12:46:9;69:37:2	clitic:6				4
أ ك ل	أكل	IV	obj=explicit|prep=-|clause=no|cognate=no	14	2:275:2;3:49:45;3:130:6;4:10:3;5:75:16;10:24:16;12:47:16;12:48:8;21:8:6;25:7:6	explicit:14		ط ع م:4;ر ب و:2;م و ل:1;م ن ن:1;ن س أ:1;ل ح م:1;و ر ث:1		11
أ ك ل	أكل	IV	obj=explicit|prep=إِلَى|clause=no|cognate=no	1	4:2:13	explicit:1	إِلَى:1	م و ل:1	م و ل:1	1
أ ك ل	أكل	IV	obj=explicit|prep=بـ|clause=no|cognate=no	4	2:188:3;2:188:14;4:29:6;9:34:12	explicit:4	بـ:4	م و ل:3;ف ر ق:1	ب ط ل:3;أ ث م:1	3
أ ك ل	أكل	IV	obj=explicit|prep=فِي|clause=no|cognate=no	2	2:174:16;4:10:8	explicit:2	فِي:2	ن و ر:2	ب ط ن:2	2
أ ك ل	أكل	IV	obj=explicit|prep=مِن|clause=no|cognate=no	2	16:14:7;35:12:17	explicit:2	مِن:2	ل ح م:2	ك ل ل:1	2
أ ك ل	أكل	IV	obj=none_absolute|prep=-|clause=no|cognate=no	5	15:3:2;24:61:57;37:91:8;47:12:22;51:27:6	none_absolute:5				5
أ ك ل	أكل	IV	obj=none_absolute|prep=بـ|clause=no|cognate=no	1	4:6:38	none_absolute:1	بـ:1		ع ر ف:1	1
أ ك ل	أكل	IV	obj=none_absolute|prep=فِي|clause=no|cognate=no	2	7:73:28;11:64:11	none_absolute:2	فِي:2		أ ر ض:2	2
أ ك ل	أكل	IV	obj=none_absolute|prep=كـ|clause=no|cognate=no	1	47:12:19	none_absolute:1	كـ:1			1
أ ك ل	أكل	IV	obj=none_absolute|prep=مِن|clause=no|cognate=no	18	5:113:4;6:119:5;6:121:3;12:36:21;12:41:16;16:5:11;23:19:16;23:21:19;23:33:23;23:33:25	none_absolute:18	مِن:18		ر أ س:1;ب ي ت:1;ث م ر:1	11
أ ك ل	أكل	PV	obj=clitic|prep=-|clause=no|cognate=no	2	12:14:4;12:17:13	clitic:2				1
أ ك ل	أكل	PV	obj=explicit|prep=-|clause=no|cognate=no	1	5:3:26	explicit:1				1
أ ك ل	أكل	PV	obj=none_absolute|prep=مِن;مِن|clause=no|cognate=no	1	5:66:15	none_absolute:1	مِن:2		ف و ق:1;ت ح ت:1	1
أ ك ل	أكل	PV	obj=none_absolute|prep=مِن|clause=no|cognate=no	1	20:121:2	none_absolute:1	مِن:1			1
أ ل ت	ألت	PV	obj=clitic|prep=مِن;مِن|clause=no|cognate=no	1	52:21:15	clitic:1	مِن:2		ع م ل:1;ش ي ء:1	1
أ ل ف	ألف	PV	obj=explicit|prep=-|clause=no|cognate=no	1	37:69:2	explicit:1		أ ب و:1		1
أ ل ف	ألف	PV	obj=none_absolute|prep=-|clause=no|cognate=no	4	3:103:19;8:63:2;8:63:12;8:63:18	none_absolute:4				2
أ ل ف	ؤلف	IV	obj=none_absolute|prep=-|clause=no|cognate=no	1	24:43:8	none_absolute:1				1
أ ل م	ألم	IV	obj=none_intransitive|prep=-|clause=no|cognate=no	2	4:104:9;4:104:15	none_intransitive:2				1
أ ل م	ألم	IV	obj=none_intransitive|prep=كـ|clause=no|cognate=no	1	4:104:12	none_intransitive:1	كـ:1			1
أ ل ه	له	IV	obj=clitic|prep=-|clause=no|cognate=no	1	15:3:6	clitic:1				1
أ ل ه	له	IV	obj=clitic|prep=عَن|clause=no|cognate=no	1	63:9:6	clitic:1	عَن:1		ذ ك ر:1	1
أ م ت	أمت	PV	obj=clitic|prep=-|clause=no|cognate=no	1	40:11:3	clitic:1				1
أ م ر	آمر	IV	obj=clitic|prep=-|clause=no|cognate=no	2	4:119:9;4:119:17	clitic:2				1
أ م ر	أتمر	IV	obj=none_intransitive|prep=بـ|clause=no|cognate=no	1	28:20:13	none_intransitive:1	بـ:1			1
أ م ر	أمر	CV	obj=explicit|prep=-|clause=no|cognate=no	1	7:145:20	explicit:1		ق و م:1		1
أ م ر	أمر	CV	obj=explicit|prep=بـ|clause=no|cognate=no	1	20:132:2	explicit:1	بـ:1	أ ه ل:1	ص ل و:1	1
أ م ر	أمر	CV	obj=none_absolute|prep=بـ|clause=no|cognate=no	3	7:199:4;22:41:12;31:17:6	none_absolute:3	بـ:3		ع ر ف:3	3
أ م ر	أمر	GERUND	obj=none_absolute|prep=-|clause=no|cognate=no	1	16:77:10	none_absolute:1				1
أ م ر	أمر	IV	obj=both|prep=-|clause=no|cognate=no	1	12:32:21	both:1				1
أ م ر	أمر	IV	obj=both|prep=-|clause=yes|cognate=no	5	2:67:9;3:80:3;4:58:3;11:87:5;34:33:14	both:5				5
أ م ر	أمر	IV	obj=clitic|prep=-|clause=no|cognate=no	2	25:60:15;39:64:5	clitic:2				2
أ م ر	أمر	IV	obj=clitic|prep=بـ|clause=no|cognate=no	5	2:93:29;2:268:5;3:80:10;7:157:14;52:32:2	clitic:5	بـ:5		ف ح ش:1;ك ف ر:1;ع ر ف:1	4
أ م ر	أمر	IV	obj=clitic|prep=بـ|clause=yes|cognate=no	1	2:169:2	clitic:1	بـ:1		س و أ:1	1
أ م ر	أمر	IV	obj=explicit|prep=-|clause=no|cognate=no	3	7:110:8;26:35:10;27:33:15	explicit:3				3
أ م ر	أمر	IV	obj=explicit|prep=بـ;بـ|clause=no|cognate=no	1	19:55:3	explicit:1	بـ:2	أ ه ل:1	ص ل و:1;ز ك و:1	1
أ م ر	أمر	IV	obj=explicit|prep=بـ|clause=no|cognate=no	3	2:44:1;4:37:4;57:24:4	explicit:3	بـ:3	أ ن س:3	ب خ ل:2;ب ر ر:1	3
أ م ر	أمر	IV	obj=none_absolute|prep=بـ|clause=no|cognate=no	6	3:104:10;3:110:7;7:28:17;16:76:28;16:90:3;24:21:16	none_absolute:6	بـ:6		ع ر ف:2;ف ح ش:2;ع د ل:2	4
أ م ر	أمر	IV	obj=none_intransitive|prep=بـ|clause=no|cognate=no	1	3:114:8	none_intransitive:1	بـ:1		ع ر ف:1	1
أ م ر	أمر	PV	obj=both|prep=-|clause=no|cognate=no	2	66:6:22;80:23:5	both:2				2
أ م ر	أمر	PV	obj=clausal|prep=-|clause=yes|cognate=no	1	12:40:22	clausal:1				1
أ م ر	أمر	PV	obj=clausal|prep=بـ|clause=yes|cognate=no	3	2:27:11;13:21:5;13:25:12	clausal:3	بـ:3			2
أ م ر	أمر	PV	obj=clitic|prep=-|clause=no|cognate=no	4	2:222:25;7:12:7;12:68:6;24:53:9	clitic:4				4
أ م ر	أمر	PV	obj=clitic|prep=بـ|clause=no|cognate=no	1	7:28:11	clitic:1	بـ:1			1
أ م ر	أمر	PV	obj=clitic|prep=بـ|clause=yes|cognate=no	1	5:117:7	clitic:1	بـ:1			1
أ م ر	أمر	PV	obj=explicit|prep=-|clause=no|cognate=no	1	17:16:7	explicit:1		ت ر ف:1		1
أ م ر	أمر	PV	obj=none_absolute|prep=بـ|clause=no|cognate=no	4	4:114:9;7:29:2;9:71:8;96:12:2	none_absolute:4	بـ:4		ص د ق:1;ق س ط:1;ع ر ف:1;و ق ي:1	4
أ م ر	أمر	PV	obj=none_intransitive|prep=بـ|clause=no|cognate=no	2	3:21:16;9:67:7	none_intransitive:2	بـ:2		ق س ط:1;ن ك ر:1	2
أ م ر	أمر	PV_PASS	obj=clausal|prep=-|clause=yes|cognate=no	5	4:60:24;27:91:2;27:91:15;42:15:25;98:5:3	clausal:5				4
أ م ر	أمر	PV_PASS	obj=none_passive|prep=-|clause=no|cognate=no	3	9:31:15;11:112:5;42:15:10	none_passive:3				3
أ م ر	أمر	PV_PASS	obj=none_passive|prep=-|clause=yes|cognate=no	8	6:14:18;6:71:40;10:72:15;10:104:26;13:36:18;39:11:3;39:12:2;40:66:17	none_passive:8				5
أ م ر	أمر	PV_PASS	obj=none_passive|prep=بـ|clause=no|cognate=no	1	6:163:7	none_passive:1	بـ:1			1
أ م ر	ؤمر	IV_PASS	obj=none_passive|prep=-|clause=no|cognate=no	6	2:68:25;15:65:20;15:94:5;16:50:8;37:102:24;66:6:26	none_passive:6				5
أ م م	أم	IV	obj=clitic|prep=عَلَى|clause=no|cognate=no	1	12:11:7	clitic:1	عَلَى:1			1
