root_arabic	form_tag	form_tag_available	instance_count	legacy_instance_count	referent_total	resolution_coverage	dominant_referent	dominant_ratio	agency	referent_entropy	referent_dist	source	batch_count	low_occurrence
س ك ر	GERUND_INSTANT	True	2	0	3	0.0	DISBELIEVERS	0.333	mixed	1.585	"{""DISBELIEVERS"": 1, ""HUMANS_GENERIC"": 1, ""OTHER"": 1}"	legacy	2	True
س ك ر	NOUN_CONCRETE	True	1	0	3	0.0	DISBELIEVERS	0.333	mixed	1.585	"{""DISBELIEVERS"": 1, ""HUMANS_GENERIC"": 1, ""OTHER"": 1}"	legacy	1	True
س ك ر	PV_PASS:II	True	1	0	3	0.0	DISBELIEVERS	0.333	mixed	1.585	"{""DISBELIEVERS"": 1, ""HUMANS_GENERIC"": 1, ""OTHER"": 1}"	legacy	1	True
س ك ن	ADJ_INTENS	True	22	0	34	0.0	HUMANS_GENERIC	0.353	mixed	2.542	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 8, ""HUMANS_GENERIC"": 12, ""NATURE_CREATION"": 3, ""OTHER"": 4, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 3}"	legacy	17	False
س ك ن	ADJ_QUALIT	True	1	0	34	0.0	HUMANS_GENERIC	0.353	mixed	2.542	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 8, ""HUMANS_GENERIC"": 12, ""NATURE_CREATION"": 3, ""OTHER"": 4, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 3}"	legacy	1	True
س ك ن	CV:I	True	4	69	34	0.493	HUMANS_GENERIC	0.353	mixed	2.542	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 8, ""HUMANS_GENERIC"": 12, ""NATURE_CREATION"": 3, ""OTHER"": 4, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 3}"	legacy	3	True
س ك ن	CV:IV	True	1	0	34	0.0	HUMANS_GENERIC	0.353	mixed	2.542	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 8, ""HUMANS_GENERIC"": 12, ""NATURE_CREATION"": 3, ""OTHER"": 4, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 3}"	legacy	1	True
س ك ن	GERUND	True	8	0	34	0.0	HUMANS_GENERIC	0.353	mixed	2.542	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 8, ""HUMANS_GENERIC"": 12, ""NATURE_CREATION"": 3, ""OTHER"": 4, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 3}"	legacy	4	False
س ك ن	GERUND_MEEM	True	2	0	34	0.0	HUMANS_GENERIC	0.353	mixed	2.542	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 8, ""HUMANS_GENERIC"": 12, ""NATURE_CREATION"": 3, ""OTHER"": 4, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 3}"	legacy	2	True
س ك ن	IV:I	True	8	0	34	0.0	HUMANS_GENERIC	0.353	mixed	2.542	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 8, ""HUMANS_GENERIC"": 12, ""NATURE_CREATION"": 3, ""OTHER"": 4, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 3}"	legacy	6	False
س ك ن	IV:IV	True	2	0	34	0.0	HUMANS_GENERIC	0.353	mixed	2.542	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 8, ""HUMANS_GENERIC"": 12, ""NATURE_CREATION"": 3, ""OTHER"": 4, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 3}"	legacy	2	True
س ك ن	NOUN_ABSTRACT	True	1	0	34	0.0	HUMANS_GENERIC	0.353	mixed	2.542	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 8, ""HUMANS_GENERIC"": 12, ""NATURE_CREATION"": 3, ""OTHER"": 4, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 3}"	legacy	1	True
س ك ن	NOUN_ACTIVE_PART	True	1	0	34	0.0	HUMANS_GENERIC	0.353	mixed	2.542	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 8, ""HUMANS_GENERIC"": 12, ""NATURE_CREATION"": 3, ""OTHER"": 4, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 3}"	legacy	1	True
س ك ن	NOUN_CONCRETE	True	3	0	34	0.0	HUMANS_GENERIC	0.353	mixed	2.542	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 8, ""HUMANS_GENERIC"": 12, ""NATURE_CREATION"": 3, ""OTHER"": 4, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 3}"	legacy	2	True
س ك ن	NOUN_PASSIVE_PART	True	1	0	34	0.0	HUMANS_GENERIC	0.353	mixed	2.542	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 8, ""HUMANS_GENERIC"": 12, ""NATURE_CREATION"": 3, ""OTHER"": 4, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 3}"	legacy	1	True
س ك ن	NOUN_TIME_PLACE	True	10	0	34	0.0	HUMANS_GENERIC	0.353	mixed	2.542	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 8, ""HUMANS_GENERIC"": 12, ""NATURE_CREATION"": 3, ""OTHER"": 4, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 3}"	legacy	10	False
س ك ن	PV:I	True	3	0	34	0.0	HUMANS_GENERIC	0.353	mixed	2.542	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 8, ""HUMANS_GENERIC"": 12, ""NATURE_CREATION"": 3, ""OTHER"": 4, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 3}"	legacy	3	True
س ك ن	PV:IV	True	2	0	34	0.0	HUMANS_GENERIC	0.353	mixed	2.542	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 8, ""HUMANS_GENERIC"": 12, ""NATURE_CREATION"": 3, ""OTHER"": 4, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 3}"	legacy	2	True
س ل ب	IV:I	True	1	1	1	1.0	NATURE_CREATION	1.0	mixed	0.0	"{""NATURE_CREATION"": 1}"	legacy	1	True
س ل ح	NOUN_CONCRETE	True	4	4	4	1.0	OTHER	0.75	mixed	0.811	"{""HUMANS_GENERIC"": 1, ""OTHER"": 3}"	legacy	1	True
س ل خ	IV:I	True	1	0	1	0.0	HUMANS_GENERIC	1.0	human	0.0	"{""HUMANS_GENERIC"": 1}"	legacy	1	True
س ل خ	PV:VII	True	2	3	1	0.333	HUMANS_GENERIC	1.0	human	0.0	"{""HUMANS_GENERIC"": 1}"	legacy	2	True
س ل ط	GERUND	True	3	0	5	0.0	OTHER	0.6	mixed	1.371	"{""HUMANS_GENERIC"": 1, ""OTHER"": 3, ""SATAN"": 1}"	legacy	3	True
س ل ط	IV:II	True	1	0	5	0.0	OTHER	0.6	mixed	1.371	"{""HUMANS_GENERIC"": 1, ""OTHER"": 3, ""SATAN"": 1}"	legacy	1	True
س ل ط	NOUN_ABSTRACT	True	33	39	5	0.128	OTHER	0.6	mixed	1.371	"{""HUMANS_GENERIC"": 1, ""OTHER"": 3, ""SATAN"": 1}"	legacy	23	False
س ل ط	NOUN_CONCRETE	True	1	0	5	0.0	OTHER	0.6	mixed	1.371	"{""HUMANS_GENERIC"": 1, ""OTHER"": 3, ""SATAN"": 1}"	legacy	1	True
س ل ط	PV:II	True	1	0	5	0.0	OTHER	0.6	mixed	1.371	"{""HUMANS_GENERIC"": 1, ""OTHER"": 3, ""SATAN"": 1}"	legacy	1	True
س ل ف	NOUN_ABSTRACT	True	1	0	2	0.0	BELIEVERS	0.5	human	1.0	"{""BELIEVERS"": 1, ""HUMANS_GENERIC"": 1}"	legacy	1	True
س ل ف	PV:I	True	5	8	2	0.25	BELIEVERS	0.5	human	1.0	"{""BELIEVERS"": 1, ""HUMANS_GENERIC"": 1}"	legacy	4	False
س ل ف	PV:IV	True	2	0	2	0.0	BELIEVERS	0.5	human	1.0	"{""BELIEVERS"": 1, ""HUMANS_GENERIC"": 1}"	legacy	2	True
س ل ق	PV:I	True	1	1	4	4.0	DISBELIEVERS	0.5	human	1.5	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""PROPHET_MUHAMMAD"": 1}"	legacy	1	True
س ل ك	CV:I	True	4	0	27	0.0	ABSTRACT_CONCEPT	0.296	mixed	2.643	"{""ABSTRACT_CONCEPT"": 8, ""ANGELS"": 1, ""DISBELIEVERS"": 1, ""GOD"": 6, ""HUMANS_GENERIC"": 3, ""NATURE_CREATION"": 3, ""OTHER"": 4, ""PROPHET_OTHER"": 1}"	legacy	4	True
س ل ك	IV:I	True	3	0	27	0.0	ABSTRACT_CONCEPT	0.296	mixed	2.643	"{""ABSTRACT_CONCEPT"": 8, ""ANGELS"": 1, ""DISBELIEVERS"": 1, ""GOD"": 6, ""HUMANS_GENERIC"": 3, ""NATURE_CREATION"": 3, ""OTHER"": 4, ""PROPHET_OTHER"": 1}"	legacy	2	True
س ل ك	IV:IV	True	1	12	27	2.25	ABSTRACT_CONCEPT	0.296	mixed	2.643	"{""ABSTRACT_CONCEPT"": 8, ""ANGELS"": 1, ""DISBELIEVERS"": 1, ""GOD"": 6, ""HUMANS_GENERIC"": 3, ""NATURE_CREATION"": 3, ""OTHER"": 4, ""PROPHET_OTHER"": 1}"	legacy	1	True
س ل ك	PV:I	True	4	0	27	0.0	ABSTRACT_CONCEPT	0.296	mixed	2.643	"{""ABSTRACT_CONCEPT"": 8, ""ANGELS"": 1, ""DISBELIEVERS"": 1, ""GOD"": 6, ""HUMANS_GENERIC"": 3, ""NATURE_CREATION"": 3, ""OTHER"": 4, ""PROPHET_OTHER"": 1}"	legacy	4	True
س ل ل	CV:I	True	2	5	3	0.6	PROPHET_MUHAMMAD	0.667	mixed	0.918	"{""DISBELIEVERS"": 1, ""PROPHET_MUHAMMAD"": 2}"	legacy	2	True
س ل ل	IV:V	True	1	0	3	0.0	PROPHET_MUHAMMAD	0.667	mixed	0.918	"{""DISBELIEVERS"": 1, ""PROPHET_MUHAMMAD"": 2}"	legacy	1	True
س ل ل	NOUN_CONCRETE	True	2	0	3	0.0	PROPHET_MUHAMMAD	0.667	mixed	0.918	"{""DISBELIEVERS"": 1, ""PROPHET_MUHAMMAD"": 2}"	legacy	2	True
س ل م	ADJ_QUALIT	True	2	0	33	0.0	HUMANS_GENERIC	0.303	mixed	2.499	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 5, ""HUMANS_GENERIC"": 10, ""HYPOCRITES"": 2, ""OTHER"": 7, ""PROPHET_OTHER"": 6, ""SPECIFIC_PERSON"": 1}"	legacy	2	True
س ل م	CV:II	True	1	0	33	0.0	HUMANS_GENERIC	0.303	mixed	2.499	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 5, ""HUMANS_GENERIC"": 10, ""HYPOCRITES"": 2, ""OTHER"": 7, ""PROPHET_OTHER"": 6, ""SPECIFIC_PERSON"": 1}"	legacy	1	True
س ل م	CV:IV	True	3	0	33	0.0	HUMANS_GENERIC	0.303	mixed	2.499	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 5, ""HUMANS_GENERIC"": 10, ""HYPOCRITES"": 2, ""OTHER"": 7, ""PROPHET_OTHER"": 6, ""SPECIFIC_PERSON"": 1}"	legacy	3	True
س ل م	GERUND	True	51	0	33	0.0	HUMANS_GENERIC	0.303	mixed	2.499	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 5, ""HUMANS_GENERIC"": 10, ""HYPOCRITES"": 2, ""OTHER"": 7, ""PROPHET_OTHER"": 6, ""SPECIFIC_PERSON"": 1}"	legacy	30	False
س ل م	IV:I	True	1	0	33	0.0	HUMANS_GENERIC	0.303	mixed	2.499	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 5, ""HUMANS_GENERIC"": 10, ""HYPOCRITES"": 2, ""OTHER"": 7, ""PROPHET_OTHER"": 6, ""SPECIFIC_PERSON"": 1}"	legacy	1	True
س ل م	IV:II	True	2	0	33	0.0	HUMANS_GENERIC	0.303	mixed	2.499	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 5, ""HUMANS_GENERIC"": 10, ""HYPOCRITES"": 2, ""OTHER"": 7, ""PROPHET_OTHER"": 6, ""SPECIFIC_PERSON"": 1}"	legacy	2	True
س ل م	IV:IV	True	4	0	33	0.0	HUMANS_GENERIC	0.303	mixed	2.499	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 5, ""HUMANS_GENERIC"": 10, ""HYPOCRITES"": 2, ""OTHER"": 7, ""PROPHET_OTHER"": 6, ""SPECIFIC_PERSON"": 1}"	legacy	4	True
س ل م	NOUN_ABSTRACT	True	7	0	33	0.0	HUMANS_GENERIC	0.303	mixed	2.499	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 5, ""HUMANS_GENERIC"": 10, ""HYPOCRITES"": 2, ""OTHER"": 7, ""PROPHET_OTHER"": 6, ""SPECIFIC_PERSON"": 1}"	legacy	5	False
س ل م	NOUN_ACTIVE_PART	True	47	152	33	0.217	HUMANS_GENERIC	0.303	mixed	2.499	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 5, ""HUMANS_GENERIC"": 10, ""HYPOCRITES"": 2, ""OTHER"": 7, ""PROPHET_OTHER"": 6, ""SPECIFIC_PERSON"": 1}"	legacy	27	False
س ل م	NOUN_CONCRETE	True	2	0	33	0.0	HUMANS_GENERIC	0.303	mixed	2.499	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 5, ""HUMANS_GENERIC"": 10, ""HYPOCRITES"": 2, ""OTHER"": 7, ""PROPHET_OTHER"": 6, ""SPECIFIC_PERSON"": 1}"	legacy	2	True
س ل م	NOUN_PROP	True	3	0	33	0.0	HUMANS_GENERIC	0.303	mixed	2.499	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 5, ""HUMANS_GENERIC"": 10, ""HYPOCRITES"": 2, ""OTHER"": 7, ""PROPHET_OTHER"": 6, ""SPECIFIC_PERSON"": 1}"	legacy	3	True
س ل م	PV:II	True	3	0	33	0.0	HUMANS_GENERIC	0.303	mixed	2.499	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 5, ""HUMANS_GENERIC"": 10, ""HYPOCRITES"": 2, ""OTHER"": 7, ""PROPHET_OTHER"": 6, ""SPECIFIC_PERSON"": 1}"	legacy	3	True
س ل م	PV:IV	True	14	0	33	0.0	HUMANS_GENERIC	0.303	mixed	2.499	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 5, ""HUMANS_GENERIC"": 10, ""HYPOCRITES"": 2, ""OTHER"": 7, ""PROPHET_OTHER"": 6, ""SPECIFIC_PERSON"": 1}"	legacy	9	False
س م ع ل		False	0	4	2	0.5	PROPHET_OTHER	1.0	mixed	0.0	"{""PROPHET_OTHER"": 2}"	legacy	0	True
س م ع	ADJ_INTENS	True	29	0	127	0.0	HUMANS_GENERIC	0.26	mixed	3.216	"{""ABSTRACT_CONCEPT"": 8, ""BELIEVERS"": 12, ""DISBELIEVERS"": 20, ""GOD"": 11, ""HUMANS_GENERIC"": 33, ""HYPOCRITES"": 2, ""JINN"": 2, ""NATURE_CREATION"": 3, ""OTHER"": 12, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 15, ""PROPHET_OTHER"": 2, ""SATAN"": 3, ""SPECIFIC_PERSON"": 2}"	legacy	15	False
س م ع	ADJ_QUALIT	True	3	0	127	0.0	HUMANS_GENERIC	0.26	mixed	3.216	"{""ABSTRACT_CONCEPT"": 8, ""BELIEVERS"": 12, ""DISBELIEVERS"": 20, ""GOD"": 11, ""HUMANS_GENERIC"": 33, ""HYPOCRITES"": 2, ""JINN"": 2, ""NATURE_CREATION"": 3, ""OTHER"": 12, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 15, ""PROPHET_OTHER"": 2, ""SATAN"": 3, ""SPECIFIC_PERSON"": 2}"	legacy	2	True
س م ع	CV:I	True	7	0	127	0.0	HUMANS_GENERIC	0.26	mixed	3.216	"{""ABSTRACT_CONCEPT"": 8, ""BELIEVERS"": 12, ""DISBELIEVERS"": 20, ""GOD"": 11, ""HUMANS_GENERIC"": 33, ""HYPOCRITES"": 2, ""JINN"": 2, ""NATURE_CREATION"": 3, ""OTHER"": 12, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 15, ""PROPHET_OTHER"": 2, ""SATAN"": 3, ""SPECIFIC_PERSON"": 2}"	legacy	5	False
س م ع	CV:IV	True	2	0	127	0.0	HUMANS_GENERIC	0.26	mixed	3.216	"{""ABSTRACT_CONCEPT"": 8, ""BELIEVERS"": 12, ""DISBELIEVERS"": 20, ""GOD"": 11, ""HUMANS_GENERIC"": 33, ""HYPOCRITES"": 2, ""JINN"": 2, ""NATURE_CREATION"": 3, ""OTHER"": 12, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 15, ""PROPHET_OTHER"": 2, ""SATAN"": 3, ""SPECIFIC_PERSON"": 2}"	legacy	2	True
س م ع	CV:VIII	True	1	0	127	0.0	HUMANS_GENERIC	0.26	mixed	3.216	"{""ABSTRACT_CONCEPT"": 8, ""BELIEVERS"": 12, ""DISBELIEVERS"": 20, ""GOD"": 11, ""HUMANS_GENERIC"": 33, ""HYPOCRITES"": 2, ""JINN"": 2, ""NATURE_CREATION"": 3, ""OTHER"": 12, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 15, ""PROPHET_OTHER"": 2, ""SATAN"": 3, ""SPECIFIC_PERSON"": 2}"	legacy	1	True
س م ع	CV:X	True	3	0	127	0.0	HUMANS_GENERIC	0.26	mixed	3.216	"{""ABSTRACT_CONCEPT"": 8, ""BELIEVERS"": 12, ""DISBELIEVERS"": 20, ""GOD"": 11, ""HUMANS_GENERIC"": 33, ""HYPOCRITES"": 2, ""JINN"": 2, ""NATURE_CREATION"": 3, ""OTHER"": 12, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 15, ""PROPHET_OTHER"": 2, ""SATAN"": 3, ""SPECIFIC_PERSON"": 2}"	legacy	3	True
س م ع	GERUND	True	22	185	127	0.686	HUMANS_GENERIC	0.26	mixed	3.216	"{""ABSTRACT_CONCEPT"": 8, ""BELIEVERS"": 12, ""DISBELIEVERS"": 20, ""GOD"": 11, ""HUMANS_GENERIC"": 33, ""HYPOCRITES"": 2, ""JINN"": 2, ""NATURE_CREATION"": 3, ""OTHER"": 12, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 15, ""PROPHET_OTHER"": 2, ""SATAN"": 3, ""SPECIFIC_PERSON"": 2}"	legacy	17	False
س م ع	GERUND_MEEM	True	1	0	127	0.0	HUMANS_GENERIC	0.26	mixed	3.216	"{""ABSTRACT_CONCEPT"": 8, ""BELIEVERS"": 12, ""DISBELIEVERS"": 20, ""GOD"": 11, ""HUMANS_GENERIC"": 33, ""HYPOCRITES"": 2, ""JINN"": 2, ""NATURE_CREATION"": 3, ""OTHER"": 12, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 15, ""PROPHET_OTHER"": 2, ""SATAN"": 3, ""SPECIFIC_PERSON"": 2}"	legacy	1	True
س م ع	IV:I	True	43	0	127	0.0	HUMANS_GENERIC	0.26	mixed	3.216	"{""ABSTRACT_CONCEPT"": 8, ""BELIEVERS"": 12, ""DISBELIEVERS"": 20, ""GOD"": 11, ""HUMANS_GENERIC"": 33, ""HYPOCRITES"": 2, ""JINN"": 2, ""NATURE_CREATION"": 3, ""OTHER"": 12, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 15, ""PROPHET_OTHER"": 2, ""SATAN"": 3, ""SPECIFIC_PERSON"": 2}"	legacy	30	False
س م ع	IV:IV	True	5	0	127	0.0	HUMANS_GENERIC	0.26	mixed	3.216	"{""ABSTRACT_CONCEPT"": 8, ""BELIEVERS"": 12, ""DISBELIEVERS"": 20, ""GOD"": 11, ""HUMANS_GENERIC"": 33, ""HYPOCRITES"": 2, ""JINN"": 2, ""NATURE_CREATION"": 3, ""OTHER"": 12, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 15, ""PROPHET_OTHER"": 2, ""SATAN"": 3, ""SPECIFIC_PERSON"": 2}"	legacy	4	False
س م ع	IV:V	True	1	0	127	0.0	HUMANS_GENERIC	0.26	mixed	3.216	"{""ABSTRACT_CONCEPT"": 8, ""BELIEVERS"": 12, ""DISBELIEVERS"": 20, ""GOD"": 11, ""HUMANS_GENERIC"": 33, ""HYPOCRITES"": 2, ""JINN"": 2, ""NATURE_CREATION"": 3, ""OTHER"": 12, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 15, ""PROPHET_OTHER"": 2, ""SATAN"": 3, ""SPECIFIC_PERSON"": 2}"	legacy	1	True
س م ع	IV:X	True	10	0	127	0.0	HUMANS_GENERIC	0.26	mixed	3.216	"{""ABSTRACT_CONCEPT"": 8, ""BELIEVERS"": 12, ""DISBELIEVERS"": 20, ""GOD"": 11, ""HUMANS_GENERIC"": 33, ""HYPOCRITES"": 2, ""JINN"": 2, ""NATURE_CREATION"": 3, ""OTHER"": 12, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 15, ""PROPHET_OTHER"": 2, ""SATAN"": 3, ""SPECIFIC_PERSON"": 2}"	legacy	9	False
س م ع	IV_PASS:I	True	1	0	127	0.0	HUMANS_GENERIC	0.26	mixed	3.216	"{""ABSTRACT_CONCEPT"": 8, ""BELIEVERS"": 12, ""DISBELIEVERS"": 20, ""GOD"": 11, ""HUMANS_GENERIC"": 33, ""HYPOCRITES"": 2, ""JINN"": 2, ""NATURE_CREATION"": 3, ""OTHER"": 12, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 15, ""PROPHET_OTHER"": 2, ""SATAN"": 3, ""SPECIFIC_PERSON"": 2}"	legacy	1	True
س م ع	IV_PASS:IV	True	1	0	127	0.0	HUMANS_GENERIC	0.26	mixed	3.216	"{""ABSTRACT_CONCEPT"": 8, ""BELIEVERS"": 12, ""DISBELIEVERS"": 20, ""GOD"": 11, ""HUMANS_GENERIC"": 33, ""HYPOCRITES"": 2, ""JINN"": 2, ""NATURE_CREATION"": 3, ""OTHER"": 12, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 15, ""PROPHET_OTHER"": 2, ""SATAN"": 3, ""SPECIFIC_PERSON"": 2}"	legacy	1	True
س م ع	NOUN_ACTIVE_PART	True	3	0	127	0.0	HUMANS_GENERIC	0.26	mixed	3.216	"{""ABSTRACT_CONCEPT"": 8, ""BELIEVERS"": 12, ""DISBELIEVERS"": 20, ""GOD"": 11, ""HUMANS_GENERIC"": 33, ""HYPOCRITES"": 2, ""JINN"": 2, ""NATURE_CREATION"": 3, ""OTHER"": 12, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 15, ""PROPHET_OTHER"": 2, ""SATAN"": 3, ""SPECIFIC_PERSON"": 2}"	legacy	3	True
س م ع	NOUN_PROP	True	19	0	127	0.0	HUMANS_GENERIC	0.26	mixed	3.216	"{""ABSTRACT_CONCEPT"": 8, ""BELIEVERS"": 12, ""DISBELIEVERS"": 20, ""GOD"": 11, ""HUMANS_GENERIC"": 33, ""HYPOCRITES"": 2, ""JINN"": 2, ""NATURE_CREATION"": 3, ""OTHER"": 12, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 15, ""PROPHET_OTHER"": 2, ""SATAN"": 3, ""SPECIFIC_PERSON"": 2}"	legacy	15	False
س م ع	PV:I	True	30	0	127	0.0	HUMANS_GENERIC	0.26	mixed	3.216	"{""ABSTRACT_CONCEPT"": 8, ""BELIEVERS"": 12, ""DISBELIEVERS"": 20, ""GOD"": 11, ""HUMANS_GENERIC"": 33, ""HYPOCRITES"": 2, ""JINN"": 2, ""NATURE_CREATION"": 3, ""OTHER"": 12, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 15, ""PROPHET_OTHER"": 2, ""SATAN"": 3, ""SPECIFIC_PERSON"": 2}"	legacy	19	False
س م ع	PV:IV	True	2	0	127	0.0	HUMANS_GENERIC	0.26	mixed	3.216	"{""ABSTRACT_CONCEPT"": 8, ""BELIEVERS"": 12, ""DISBELIEVERS"": 20, ""GOD"": 11, ""HUMANS_GENERIC"": 33, ""HYPOCRITES"": 2, ""JINN"": 2, ""NATURE_CREATION"": 3, ""OTHER"": 12, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 15, ""PROPHET_OTHER"": 2, ""SATAN"": 3, ""SPECIFIC_PERSON"": 2}"	legacy	1	True
س م ع	PV:X	True	2	0	127	0.0	HUMANS_GENERIC	0.26	mixed	3.216	"{""ABSTRACT_CONCEPT"": 8, ""BELIEVERS"": 12, ""DISBELIEVERS"": 20, ""GOD"": 11, ""HUMANS_GENERIC"": 33, ""HYPOCRITES"": 2, ""JINN"": 2, ""NATURE_CREATION"": 3, ""OTHER"": 12, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 15, ""PROPHET_OTHER"": 2, ""SATAN"": 3, ""SPECIFIC_PERSON"": 2}"	legacy	2	True
س م ك	NOUN_ABSTRACT	True	1	1	2	2.0	NATURE_CREATION	1.0	mixed	0.0	"{""NATURE_CREATION"": 2}"	legacy	1	True
س م م	CV:I	True	1	0	5	0.0	GOD	0.4	mixed	1.522	"{""GOD"": 2, ""NATURE_CREATION"": 1, ""OTHER"": 2}"	legacy	1	True
س م م	IV:IV	True	1	0	5	0.0	GOD	0.4	mixed	1.522	"{""GOD"": 2, ""NATURE_CREATION"": 1, ""OTHER"": 2}"	legacy	1	True
س م م	NOUN_ABSTRACT	True	3	0	5	0.0	GOD	0.4	mixed	1.522	"{""GOD"": 2, ""NATURE_CREATION"": 1, ""OTHER"": 2}"	legacy	3	True
س م م	NOUN_CONCRETE	True	1	6	5	0.833	GOD	0.4	mixed	1.522	"{""GOD"": 2, ""NATURE_CREATION"": 1, ""OTHER"": 2}"	legacy	1	True
س م ن	ADJ_QUALIT	True	3	4	1	0.25	NATURE_CREATION	1.0	mixed	0.0	"{""NATURE_CREATION"": 1}"	legacy	2	True
س م ن	IV:IV	True	1	0	1	0.0	NATURE_CREATION	1.0	mixed	0.0	"{""NATURE_CREATION"": 1}"	legacy	1	True
س م و	GERUND	True	1	0	36	0.0	OTHER	0.278	mixed	2.823	"{""ABSTRACT_CONCEPT"": 4, ""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 4, ""HUMANS_GENERIC"": 5, ""NATURE_CREATION"": 7, ""OTHER"": 10, ""PROPHET_MUHAMMAD"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	1	True
س م و	IV:II	True	1	0	36	0.0	OTHER	0.278	mixed	2.823	"{""ABSTRACT_CONCEPT"": 4, ""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 4, ""HUMANS_GENERIC"": 5, ""NATURE_CREATION"": 7, ""OTHER"": 10, ""PROPHET_MUHAMMAD"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	1	True
