qac_root_norm	qac_total_occurrences	matched_occurrences	mapping_status	dominant_frozen_root_norm	dominant_furuq_root_id	dominant_furuq_root_norm	dominant_furuq_source_root_norm	dominant_resolution	dominant_occurrences	targets	status_counts	sample_refs	sample_surfaces
ص م ت	1	1	unique	ص م ت	root_000881	ص م ت	ص م ت	source_root_norm	1	ص م ت=>root_000881=>ص م ت=>ص م ت=>source_root_norm:1	same_word_same_root:1	7:193:13	صَٰمِتُونَ
ص م د	1	1	unique	ص م د	root_000882	ص م د	ص م د	source_root_norm	1	ص م د=>root_000882=>ص م د=>ص م د=>source_root_norm:1	same_word_same_root:1	112:2:2	ٱلصَّمَدُ
ص م ع	1	1	unique	ص م ع	root_000883	ص م ع	ص م ع	source_root_norm	1	ص م ع=>root_000883=>ص م ع=>ص م ع=>source_root_norm:1	same_word_same_root:1	22:40:23	صَوَٰمِعُ
ص م م	15	15	unique	ص م م	root_000884	ص م م	ص م م	source_root_norm	15	ص م م=>root_000884=>ص م م=>ص م م=>source_root_norm:15	same_word_same_root:15	2:18:1|2:171:17|5:71:9|5:71:17|6:39:6|8:22:6|10:42:9|11:24:6	صُمٌّۢ|صُمٌّ|صَمُّوا۟|ٱلصُّمُّ|ٱلصُّمَّ|ٱلْأَصَمِّ|صُمًّۭا|ٱلصُّمَّ
ص ن ع	20	20	unique	ص ن ع	root_000885	ص ن ع	ص ن ع	source_root_norm	20	ص ن ع=>root_000885=>ص ن ع=>ص ن ع=>source_root_norm:20	same_word_same_root:20	5:14:31|5:63:16|7:137:29|11:16:13|11:37:2|11:38:2|13:31:42|16:112:30	يَصْنَعُونَ|يَصْنَعُ|صَنَعُوا۟|ٱصْنَعِ|صُنْعًا|تُصْنَعَ|ٱصْطَنَعْتُكَ|صَنَعُوٓا۟
ص ن م	5	5	unique	ص ن م	root_000886	ص ن م	ص ن م	source_root_norm	5	ص ن م=>root_000886=>ص ن م=>ص ن م=>source_root_norm:5	same_word_same_root:5	6:74:9|7:138:13|14:35:16|21:57:6|26:71:3	أَصْنَامًا|أَصْنَامٍۢ|ٱلْأَصْنَامَ|أَصْنَٰمَكُمْ|أَصْنَامًۭا
ص ن و	2	2	unique	ص ن و	root_000887	ص ن و	ص ن و	source_root_norm	2	ص ن و=>root_000887=>ص ن و=>ص ن و=>source_root_norm:2	same_word_same_root:2	13:4:14|13:4:17	صِنْوَانٌۭ|صِنْوَانٍۢ
ص ه ر	2	2	unique	ص ه ر	root_000888	ص ه ر	ص ه ر	source_root_norm	2	ص ه ر=>root_000888=>ص ه ر=>ص ه ر=>source_root_norm:2	same_word_same_root:2	22:20:1|25:54:12	يُصْهَرُ|صِهْرًۭا
ص و ب	77	51	split	ص و ب	root_000889	ص و ب	ص و ب	source_root_norm	50	ص و ب=>root_000889=>ص و ب=>ص و ب=>source_root_norm:50|ن ص ب=>root_001507=>ن ص ب=>ن ص ب=>source_root_norm:1	same_word_root_diff:1|same_word_same_root:50	2:19:3|2:156:3|2:156:4|2:264:34|2:265:18|2:266:21|2:266:28|3:117:13	صَيِّبٍ|أَصَٰبَتْهُم|مُّصِيبَةٌۭ|أَصَابَهُۥ|أَصَابَهَا|أَصَابَهُ|أَصَابَهَآ|أَصَابَتْ
ص و ت	8	5	unique	ص و ت	root_000890	ص و ت	ص و ت	source_root_norm	5	ص و ت=>root_000890=>ص و ت=>ص و ت=>source_root_norm:5	same_word_same_root:5	17:64:6|20:108:9|31:19:8|31:19:13|49:2:9	بِصَوْتِكَ|ٱلْأَصْوَاتُ|صَوْتِكَ|صَوْتُ|صَوْتِ
ص و ر	19	19	unique	ص و ر	root_000891	ص و ر	ص و ر	source_root_norm	19	ص و ر=>root_000891=>ص و ر=>ص و ر=>source_root_norm:19	same_word_same_root:19	2:260:28|3:6:3|6:73:24|7:11:6|18:99:11|20:102:4|23:101:5|27:87:5	صُرْهُنَّ|يُصَوِّرُكُمْ|ٱلصُّورِ|صَوَّرْنَٰكُمْ|الصُّورِ|ٱلصُّورِ|صَوَّرَكُمْ|صُوَرَكُمْ
ص و ع	1	1	unique	ص و ع	root_000892	ص و ع	ص و ع	source_root_norm	1	ص و ع=>root_000892=>ص و ع=>ص و ع=>source_root_norm:1	same_word_same_root:1	12:72:3	صُوَاعَ
ص و ف	1	1	unique	ص و ف	root_000893	ص و ف	ص و ف	source_root_norm	1	ص و ف=>root_000893=>ص و ف=>ص و ف=>source_root_norm:1	same_word_same_root:1	16:80:23	أَصْوَافِهَا
ص و م	14	10	unique	ص و م	root_000894	ص و م	ص و م	source_root_norm	10	ص و م=>root_000894=>ص و م=>ص و م=>source_root_norm:10	same_word_same_root:10	2:183:7|2:187:4|2:187:53|2:196:37|2:196:62|4:92:64|5:89:35|5:95:38	ٱلصِّيَامُ|ٱلصِّيَامِ|ٱلصِّيَامَ|صِيَامٍ|صِيَامُ|صِيَامًۭا|صَوْمًا
ص ي ح	13	6	unique	ص ي ح	root_000895	ص ي ح	ص ي ح	source_root_norm	6	ص ي ح=>root_000895=>ص ي ح=>ص ي ح=>source_root_norm:6	same_word_same_root:6	36:29:4|36:49:4|36:53:4|38:15:6|54:31:4|63:4:17	صَيْحَةً|صَيْحَةٍ
ص ي د	6	6	unique	ص ي د	root_000896	ص ي د	ص ي د	source_root_norm	6	ص ي د=>root_000896=>ص ي د=>ص ي د=>source_root_norm:6	same_word_same_root:6	5:1:18|5:2:34|5:94:11|5:95:7|5:96:3|5:96:15	ٱلصَّيْدِ|ٱصْطَادُوا۟|ٱلصَّيْدَ|صَيْدُ
ص ي ر	29	29	unique	ص ي ر	root_000897	ص ي ر	ص ي ر	source_root_norm	29	ص ي ر=>root_000897=>ص ي ر=>ص ي ر=>source_root_norm:29	same_word_same_root:29	2:126:37|2:285:36|3:28:31|3:162:18|4:97:30|4:115:24|5:18:42|8:16:26	ٱلْمَصِيرُ|مَصِيرًا|مَصِيرَكُمْ|تَصِيرُ|مَصِيرًۭا|الْمَصِيرُ
ص ي ص	1	1	unique	ص ي ص	root_000898	ص ي ص	ص ي ص	source_root_norm	1	ص ي ص=>root_000898=>ص ي ص=>ص ي ص=>source_root_norm:1	same_word_same_root:1	33:26:9	صَيَاصِيهِمْ
ص ي ف	1	1	unique	ص ي ف	root_000899	ص ي ف	ص ي ف	source_root_norm	1	ص ي ف=>root_000899=>ص ي ف=>ص ي ف=>source_root_norm:1	same_word_same_root:1	106:2:5	ٱلصَّيْفِ
ض ء ن	1	1	unique	ض ء ن	root_000900	ض ء ن	ض أ ن	root_norm_unique	1	ض ء ن=>root_000900=>ض ء ن=>ض أ ن=>root_norm_unique:1	same_word_same_root:1	6:143:4	ٱلضَّأْنِ
ض ب ح	1	1	unique	ض ب ح	root_000901	ض ب ح	ض ب ح	source_root_norm	1	ض ب ح=>root_000901=>ض ب ح=>ض ب ح=>source_root_norm:1	same_word_same_root:1	100:1:3	ضَبْحًۭا
ض ج ع	3	3	unique	ض ج ع	root_000902	ض ج ع	ض ج ع	source_root_norm	3	ض ج ع=>root_000902=>ض ج ع=>ض ج ع=>source_root_norm:3	same_word_same_root:3	3:154:67|4:34:37|32:16:4	مَضَاجِعِهِمْ|ٱلْمَضَاجِعِ
ض ح ك	10	4	unique	ض ح ك	root_000903	ض ح ك	ض ح ك	source_root_norm	4	ض ح ك=>root_000903=>ض ح ك=>ض ح ك=>source_root_norm:4	same_word_same_root:4	11:71:5|27:19:3|53:43:4|80:39:1	ضَحِكَتْ|ضَاحِكًۭا|أَضْحَكَ|ضَاحِكَةٌۭ
ض ح و	7	4	unique	ض ح و	root_000904	ض ح و	ض ح و	source_root_norm	4	ض ح و=>root_000904=>ض ح و=>ض ح و=>source_root_norm:4	same_word_same_root:4	7:98:8|20:59:9|20:119:8|93:1:2	ضُحًۭى|تَضْحَىٰ|ٱلضُّحَىٰ
ض د د	1	1	unique	ض د د	root_000905	ض د د	ض د د	source_root_norm	1	ض د د=>root_000905=>ض د د=>ض د د=>source_root_norm:1	same_word_same_root:1	19:82:8	ضِدًّا
ض ر ب	58	58	unique	ض ر ب	root_000906	ض ر ب	ض ر ب	source_root_norm	58	ض ر ب=>root_000906=>ض ر ب=>ض ر ب=>source_root_norm:58	same_word_same_root:58	2:26:6|2:60:9|2:61:47|2:73:3|2:273:10|3:112:1|3:112:23|3:156:15	يَضْرِبَ|ٱضْرِبْ|ضُرِبَتْ|ٱضْرِبُوهُ|ضَرْبًۭا|ضَرَبُوا۟|ٱضْرِبُوهُنَّ|ضَرَبْتُمْ
ض ر ر	74	53	unique	ض ر ر	root_000907	ض ر ر	ض ر ر	source_root_norm	53	ض ر ر=>root_000907=>ض ر ر=>ض ر ر=>source_root_norm:53	same_word_same_root:53	2:102:57|2:173:19|2:177:62|2:214:17|2:231:19|2:233:28|2:282:144|3:134:6	ضَآرِّينَ|ٱضْطُرَّ|ٱلضَّرَّآءِ|ٱلضَّرَّآءُ|ضِرَارًا|تُضَآرَّ|يُضَآرَّ|يَضُرَّ
ض ر ع	8	5	unique	ض ر ع	root_000908	ض ر ع	ض ر ع	source_root_norm	5	ض ر ع=>root_000908=>ض ر ع=>ض ر ع=>source_root_norm:5	same_word_same_root:5	6:43:6|6:63:10|7:55:3|7:205:6|88:6:7	تَضَرَّعُوا۟|تَضَرُّعًا|تَضَرُّعًۭا|ضَرِيعٍ
ض ع ف	52	40	unique	ض ع ف	root_000909	ض ع ف	ض ع ف	source_root_norm	40	ض ع ف=>root_000909=>ض ع ف=>ض ع ف=>source_root_norm:40	same_word_same_root:40	2:245:11|2:261:21|2:265:23|2:266:26|2:282:58|3:130:8|3:130:9|3:146:20	أَضْعَافًا|يُضَٰعِفُ|ضِعْفَيْنِ|ضُعَفَآءُ|ضَعِيفًا|أَضْعَٰفًۭا|مُّضَٰعَفَةًۭ|ضَعُفُوا
ض غ ث	3	2	unique	ض غ ث	root_000910	ض غ ث	ض غ ث	source_root_norm	2	ض غ ث=>root_000910=>ض غ ث=>ض غ ث=>source_root_norm:2	same_word_same_root:2	21:5:3|38:44:5	أَضْغَٰثُ|ضِغْثًۭا
ض غ ن	2	0	no_frozen_rooted_surface_match						0				
ض ف د ع	1	1	unique	ض ف د ع	root_000912	ض ف د ع	ض ف د ع	source_root_norm	1	ض ف د ع=>root_000912=>ض ف د ع=>ض ف د ع=>source_root_norm:1	same_word_same_root:1	7:133:10	ٱلضَّفَادِعَ
ض ل ل	191	153	unique	ض ل ل	root_000913	ض ل ل	ض ل ل	source_root_norm	153	ض ل ل=>root_000913=>ض ل ل=>ض ل ل=>source_root_norm:153	same_word_same_root:153	1:7:10|2:26:35|2:26:44|2:108:20|2:198:32|2:282:90|3:90:15|3:164:30	ٱلضَّآلِّينَ|يُضِلُّ|ضَلَّ|الضَّالِّينَ|تَضِلَّ|ٱلضَّآلُّونَ|ضَلَٰلٍۢ|تَضِلُّوا
ض م ر	1	1	unique	ض م ر	root_000914	ض م ر	ض م ر	source_root_norm	1	ض م ر=>root_000914=>ض م ر=>ض م ر=>source_root_norm:1	same_word_same_root:1	22:27:12	ضَامِرٍۢ
ض م م	2	2	unique	ض م م	root_000915	ض م م	ض م م	source_root_norm	2	ض م م=>root_000915=>ض م م=>ض م م=>source_root_norm:2	same_word_same_root:2	20:22:2|28:32:11	ٱضْمُمْ
ض ن ك	1	1	unique	ض ن ك	root_000916	ض ن ك	ض ن ك	source_root_norm	1	ض ن ك=>root_000916=>ض ن ك=>ض ن ك=>source_root_norm:1	same_word_same_root:1	20:124:10	ضَنكًا
ض ن ن	1	1	unique	ض ن ن	root_000917	ض ن ن	ض ن ن	source_root_norm	1	ض ن ن=>root_000917=>ض ن ن=>ض ن ن=>source_root_norm:1	same_word_same_root:1	81:24:7	ضَنِينٍۢ
ض ه ء	1	0	no_frozen_rooted_surface_match						0				
ض و ء	6	6	unique	ض و ء	root_000919	ض و ء	ض و ء	source_root_norm	6	ض و ء=>root_000919=>ض و ء=>ض و ء=>source_root_norm:6	same_word_same_root:6	2:17:9|2:20:6|10:5:5|21:48:10|24:35:31|28:71:18	أَضَآءَتْ|أَضَآءَ|ضِيَاءً|ضِيَآءً|يُضِىٓءُ|ضِيَاءٍ
ض ي ر	1	1	unique	ض ي ر	root_000921	ض ي ر	ض ي ر	source_root_norm	1	ض ي ر=>root_000921=>ض ي ر=>ض ي ر=>source_root_norm:1	same_word_same_root:1	26:50:3	ضَيْرَ
ض ي ز	1	1	unique	ض ي ز	root_000922	ض ي ز	ض ي ز	source_root_norm	1	ض ي ز=>root_000922=>ض ي ز=>ض ي ز=>source_root_norm:1	same_word_same_root:1	53:22:4	ضِيزَىٰٓ
ض ي ع	10	10	unique	ض ي ع	root_000923	ض ي ع	ض ي ع	source_root_norm	10	ض ي ع=>root_000923=>ض ي ع=>ض ي ع=>source_root_norm:10	same_word_same_root:10	2:143:49|3:171:12|3:195:8|7:170:11|9:120:60|11:115:7|12:56:20|12:90:25	يُضِيعَ|يُضِيعُ|أُضِيعُ|نُضِيعُ|أَضَاعُوا
ض ي ف	6	5	unique	ض ي ف	root_000924	ض ي ف	ض ي ف	source_root_norm	5	ض ي ف=>root_000924=>ض ي ف=>ض ي ف=>source_root_norm:5	same_word_same_root:5	11:78:27|15:51:4|15:68:4|51:24:4|54:37:6	ضَيْفِىٓ|ضَيْفِ|ضَيْفِي|ضَيْفِهِۦ
ض ي ق	13	12	unique	ض ي ق	root_000925	ض ي ق	ض ي ق	source_root_norm	12	ض ي ق=>root_000925=>ض ي ق=>ض ي ق=>source_root_norm:12	same_word_same_root:12	6:125:18|9:25:20|9:118:8|9:118:15|11:12:9|11:77:10|15:97:6|16:127:17	ضَيِّقًا|ضَاقَتْ|ضَآئِقٌ|ضَاقَ|يَضِيقُ|ضَيْقٍۢ|ضَيْقٍ
ط ب ع	11	11	unique	ط ب ع	root_000926	ط ب ع	ط ب ع	source_root_norm	11	ط ب ع=>root_000926=>ط ب ع=>ط ب ع=>source_root_norm:11	same_word_same_root:11	4:155:22|7:100:18|7:101:26|9:87:7|9:93:15|10:74:25|16:108:3|30:59:3	طَبَعَ|نَطْبَعُ|يَطْبَعُ|طُبِعَ
ط ب ق	4	4	unique	ط ب ق	root_000927	ط ب ق	ط ب ق	source_root_norm	4	ط ب ق=>root_000927=>ط ب ق=>ط ب ق=>source_root_norm:4	same_word_same_root:4	67:3:5|71:15:8|84:19:3|84:19:5	طِبَاقًا|طِبَاقًۭا|طَبَقًا|طَبَقٍۢ
ط ح و	1	0	no_frozen_rooted_surface_match						0				
ط ر ح	1	0	no_frozen_rooted_surface_match						0				
ط ر د	5	5	unique	ط ر د	root_000930	ط ر د	ط ر د	source_root_norm	5	ط ر د=>root_000930=>ط ر د=>ط ر د=>source_root_norm:5	same_word_same_root:5	6:52:3|6:52:27|11:29:17|11:30:9|26:114:5	تَطْرُدِ|تَطْرُدَهُمْ|طَارِدِ|طَرَدتُّهُمْ
ط ر ف	11	11	unique	ط ر ف	root_000931	ط ر ف	ط ر ف	source_root_norm	11	ط ر ف=>root_000931=>ط ر ف=>ط ر ف=>source_root_norm:11	same_word_same_root:11	3:127:3|11:114:4|13:41:9|14:43:7|20:130:24|21:44:18|27:40:14|37:48:4	طَرَفًۭا|طَرَفَىِ|أَطْرَافِهَا|طَرْفُهُمْ|أَطْرَافَ|أَطْرَافِهَآ|طَرْفُكَ|ٱلطَّرْفِ
ط ر ق	11	9	unique	ط ر ق	root_000932	ط ر ق	ط ر ق	source_root_norm	9	ط ر ق=>root_000932=>ط ر ق=>ط ر ق=>source_root_norm:9	same_word_same_root:9	4:168:17|4:169:2|20:77:15|20:104:9|23:17:7|46:30:20|72:11:10|86:1:4	طَرِيقًا|طَرِيقَ|طَرِيقَةً|طَرَآئِقَ|طَرِيقٍ|طَرَآئِقَ|ٱلطَّارِقِ|ٱلطَّارِقُ
ط ر و	2	2	unique	ط ر و	root_000933	ط ر و	ط ر و	source_root_norm	2	ط ر و=>root_000933=>ط ر و=>ط ر و=>source_root_norm:2	same_word_same_root:2	16:14:10|35:12:19	طَرِيًّا|طَرِيًّا
ط ع م	48	42	unique	ط ع م	root_000934	ط ع م	ط ع م	source_root_norm	42	ط ع م=>root_000934=>ط ع م=>ط ع م=>source_root_norm:42	same_word_same_root:42	2:61:9|2:184:21|2:249:23|2:259:43|3:93:2|5:5:6|5:5:13|5:75:17	طَعَامٍ|طَعَامُ|يَطْعَمْهُ|طَعَامِكَ|ٱلطَّعَامِ|طَعَامُكُمْ|ٱلطَّعَامَ|إِطْعَامُ
ط ع ن	2	2	unique	ط ع ن	root_000935	ط ع ن	ط ع ن	source_root_norm	2	ط ع ن=>root_000935=>ط ع ن=>ط ع ن=>source_root_norm:2	same_word_same_root:2	4:46:23|9:12:9	طَعْنًا|طَعَنُوا۟
ط غ ي	39	18	split	ط غ ي	root_000937	ط غ ي	ط غ ي	source_root_norm	13	ط غ ي=>root_000937=>ط غ ي=>ط غ ي=>source_root_norm:13|ط غ و=>root_000936=>ط غ و=>ط غ و=>source_root_norm:5	same_word_root_diff:5|same_word_same_root:13	5:64:30|5:68:29|17:60:31|20:24:5|20:43:5|20:45:10|50:27:5|53:17:6	طُغْيَٰنًۭا|طَغَىٰ|يَطْغَىٰ|أَطْغَيْتُهُ|أَطْغَىٰ|طَغَى|يَطْغَىٰٓ|طَٰغِينَ
ط ف ء	3	1	unique	ط ف ء	root_000938	ط ف ء	ط ف ء	source_root_norm	1	ط ف ء=>root_000938=>ط ف ء=>ط ف ء=>source_root_norm:1	same_word_same_root:1	5:64:47	أَطْفَأَهَا
ط ف ف	1	0	no_frozen_rooted_surface_match						0				
ط ف ق	3	3	unique	ط ف ق	root_000941	ط ف ق	ط ف ق	source_root_norm	3	ط ف ق=>root_000941=>ط ف ق=>ط ف ق=>source_root_norm:3	same_word_same_root:3	7:22:14|20:121:10|38:33:4	طَفِقَا|طَفِقَ
ط ف ل	4	3	unique	ط ف ل	root_000942	ط ف ل	ط ف ل	source_root_norm	3	ط ف ل=>root_000942=>ط ف ل=>ط ف ل=>source_root_norm:3	same_word_same_root:3	22:5:42|24:31:64|40:67:14	طِفْلًا|الطِّفْلِ|طِفْلًۭا
ط ل ب	4	3	unique	ط ل ب	root_000943	ط ل ب	ط ل ب	source_root_norm	3	ط ل ب=>root_000943=>ط ل ب=>ط ل ب=>source_root_norm:3	same_word_same_root:3	18:41:9|22:73:31|22:73:33	طَلَبًۭا|ٱلطَّالِبُ|ٱلْمَطْلُوبُ
ط ل ح	1	1	unique	ط ل ح	root_000944	ط ل ح	ط ل ح	source_root_norm	1	ط ل ح=>root_000944=>ط ل ح=>ط ل ح=>source_root_norm:1	same_word_same_root:1	56:29:2	طَلْحٍۢ
ط ل ع	19	18	unique	ط ل ع	root_000945	ط ل ع	ط ل ع	source_root_norm	18	ط ل ع=>root_000945=>ط ل ع=>ط ل ع=>source_root_norm:18	same_word_same_root:18	5:13:24|6:99:26|18:17:5|18:18:21|18:90:4|18:90:7|19:78:1|20:130:12	تَطَّلِعُ|طَلْعِهَا|طَلَعَتْ|ٱطَّلَعْتَ|مَطْلِعَ|تَطْلُعُ|أَطَّلَعَ|طُلُوعِ
ط ل ق	23	19	unique	ط ل ق	root_000946	ط ل ق	ط ل ق	source_root_norm	19	ط ل ق=>root_000946=>ط ل ق=>ط ل ق=>source_root_norm:19	same_word_same_root:19	2:230:3|2:230:16|2:231:3|2:232:3|2:236:5|2:237:3|18:71:2|18:74:2	طَلَّقَهَا|طَلَّقْتُمُ|طَلَّقْتُمُوهُنَّ|ٱنطَلَقَا|يَنطَلِقُ|طَلَّقْتُمُوهُنَّ|ٱنطَلَقَ|ٱنطَلَقْتُمْ
ط ل ل	1	1	unique	ط ل ل	root_000947	ط ل ل	ط ل ل	source_root_norm	1	ط ل ل=>root_000947=>ط ل ل=>ط ل ل=>source_root_norm:1	same_word_same_root:1	2:265:30	طَلٌّۭ
ط م ث	2	0	no_frozen_rooted_surface_match						0				
ط م س	5	5	unique	ط م س	root_000950	ط م س	ط م س	source_root_norm	5	ط م س=>root_000950=>ط م س=>ط م س=>source_root_norm:5	same_word_same_root:5	4:47:16|10:88:22|36:66:5|54:37:8|77:8:4	نَطْمِسَ|ٱطْمِسْ|طَمَسْنَا|طُمِسَتْ
ط م ع	12	9	unique	ط م ع	root_000951	ط م ع	ط م ع	source_root_norm	9	ط م ع=>root_000951=>ط م ع=>ط م ع=>source_root_norm:9	same_word_same_root:9	5:84:14|7:56:12|13:12:7|26:51:2|26:82:3|30:24:8|32:16:9|33:32:17	نَطْمَعُ|طَمَعًا|طَمَعًۭا|أَطْمَعُ|يَطْمَعَ|يَطْمَعُ
ط م م	1	0	no_frozen_rooted_surface_match						0				
ط م ن	13	12	unique	ط م ء ن	root_000948	ط م ء ن	ط م أ ن	root_norm_unique	12	ط م ء ن=>root_000948=>ط م ء ن=>ط م أ ن=>root_norm_unique:12	same_word_root_diff:12	2:260:19|3:126:10|4:103:16|5:113:7|8:10:9|10:7:12|13:28:4|13:28:13	يَطْمَئِنَّ|تَطْمَئِنَّ|ٱطْمَأْنَنتُمْ|اطْمَأَنُّوا|تَطْمَئِنُّ|مُطْمَئِنٌّ|مُّطْمَئِنَّةًۭ|مُطْمَئِنِّينَ
ط ه ر	31	27	unique	ط ه ر	root_000953	ط ه ر	ط ه ر	source_root_norm	27	ط ه ر=>root_000953=>ط ه ر=>ط ه ر=>source_root_norm:27	same_word_same_root:27	2:25:36|2:125:23|2:222:20|2:232:35|3:15:21|3:42:11|3:55:12|4:57:20	مُّطَهَّرَةٌۭ|طَهِّرَا|تَطَهَّرْنَ|أَطْهَرُ|مُّطَهَّرَةٌ|طَهَّرَكِ|مُطَهِّرُكَ|اطَّهَّرُوا
ط و د	1	1	unique	ط و د	root_000954	ط و د	ط و د	source_root_norm	1	ط و د=>root_000954=>ط و د=>ط و د=>source_root_norm:1	same_word_same_root:1	26:63:17	ٱلطَّوْدِ
ط و ر	11	11	unique	ط و ر	root_000955	ط و ر	ط و ر	source_root_norm	11	ط و ر=>root_000955=>ط و ر=>ط و ر=>source_root_norm:11	same_word_same_root:11	2:63:8|2:93:8|4:154:4|19:52:5|20:80:11|23:20:5|28:29:13|28:46:6	ٱلطُّورَ|ٱلطُّورِ|طُورِ|أَطْوَارًا
ط و ع	129	97	split	ط و ع	root_000956	ط و ع	ط و ع	source_root_norm	96	ط و ع=>root_000956=>ط و ع=>ط و ع=>source_root_norm:96|س ط ع=>root_000706=>س ط ع=>س ط ع=>source_root_norm:1	same_word_root_diff:1|same_word_same_root:96	2:158:24|2:184:25|2:217:43|2:282:61|2:285:31|3:32:2|3:50:26|3:83:14	تَطَوَّعَ|ٱسْتَطَٰعُوا۟|يَسْتَطِيعُ|أَطَعْنَا|أَطِيعُوا۟|أَطِيعُونِ|طَوْعًۭا|ٱسْتَطَاعَ
ط و ف	41	37	unique	ط و ف	root_000957	ط و ف	ط و ف	source_root_norm	37	ط و ف=>root_000957=>ط و ف=>ط و ف=>source_root_norm:37	same_word_same_root:37	2:125:26|2:158:19|3:69:2|3:72:3|3:122:3|3:154:10|3:154:13|4:81:10	ٱلطَّآئِفِينَ|يَطَّوَّفَ|طَائِفَةٌ|طَّآئِفَتَانِ|طَائِفَةً|طَآئِفَةٌ|طَّآئِفَةٌۭ|طَائِفَتَيْنِ
ط و ق	4	2	unique	ط و ق	root_000958	ط و ق	ط و ق	source_root_norm	2	ط و ق=>root_000958=>ط و ق=>ط و ق=>source_root_norm:2	same_word_same_root:2	2:249:49|2:286:41	طَاقَةَ
ط و ل	10	10	unique	ط و ل	root_000959	ط و ل	ط و ل	source_root_norm	10	ط و ل=>root_000959=>ط و ل=>ط و ل=>source_root_norm:10	same_word_same_root:10	4:25:6|9:86:15|17:37:15|20:86:17|21:44:7|28:45:6|40:3:9|57:16:27	طَوْلًا|ٱلطَّوْلِ|طُولًۭا|طَالَ|تَطَاوَلَ|ٱلطَّوْلِ|طَوِيلًۭا|طَوِيلًا
ط و ي	5	5	unique	ط و ي	root_000960	ط و ي	ط و ي	source_root_norm	5	ط و ي=>root_000960=>ط و ي=>ط و ي=>source_root_norm:5	same_word_same_root:5	20:12:11|21:104:2|21:104:5|39:67:15|79:16:7	طُوًۭى|نَطْوِي|طَيِّ|مَطْوِيَّٰتٌۢ|طُوًى
ط ي ب	50	37	unique	ط ي ب	root_000961	ط ي ب	ط ي ب	source_root_norm	37	ط ي ب=>root_000961=>ط ي ب=>ط ي ب=>source_root_norm:37	same_word_same_root:37	2:57:13|2:168:9|2:172:7|3:38:12|3:179:15|4:2:10|4:3:11|4:4:8	طَيِّبَٰتِ|طَيِّبًۭا|طَيِّبَةً|ٱلطَّيِّبِ|طَابَ|طِبْنَ|طَيِّبَٰتٍ|طَيِّبَاً
ط ي ر	29	24	unique	ط ي ر	root_000962	ط ي ر	ط ي ر	source_root_norm	24	ط ي ر=>root_000962=>ط ي ر=>ط ي ر=>source_root_norm:24	same_word_same_root:24	2:260:26|3:49:20|3:49:26|5:110:42|5:110:50|6:38:10|7:131:12|12:36:22	ٱلطَّيْرِ|طَيْرًۢا|يَطِيرُ|يَطَّيَّرُوا۟|ٱلطَّيْرُ|ٱلطَّيْرَ|ٱطَّيَّرْنَا|ٱلطَّيْرَ
ط ي ن	12	12	unique	ط ي ن	root_000963	ط ي ن	ط ي ن	source_root_norm	12	ط ي ن=>root_000963=>ط ي ن=>ط ي ن=>source_root_norm:12	same_word_same_root:12	3:49:17|5:110:39|6:2:5|7:12:18|17:61:18|23:12:9|28:38:19|32:7:11	ٱلطِّينِ|طِينٍۢ|طِينٍ|طِينًۭا
ظ ع ن	1	1	unique	ظ ع ن	root_000964	ظ ع ن	ظ ع ن	source_root_norm	1	ظ ع ن=>root_000964=>ظ ع ن=>ظ ع ن=>source_root_norm:1	same_word_same_root:1	16:80:17	ظَعْنِكُمْ
ظ ف ر	2	2	unique	ظ ف ر	root_000965	ظ ف ر	ظ ف ر	source_root_norm	2	ظ ف ر=>root_000965=>ظ ف ر=>ظ ف ر=>source_root_norm:2	same_word_same_root:2	6:146:8|48:24:16	ظُفُرٍ|أَظْفَرَكُمْ
ظ ل ل	33	28	unique	ظ ل ل	root_000966	ظ ل ل	ظ ل ل	source_root_norm	28	ظ ل ل=>root_000966=>ظ ل ل=>ظ ل ل=>source_root_norm:28	same_word_same_root:28	2:57:2|2:210:8|4:57:23|4:57:24|7:160:31|7:171:7|13:35:13|15:14:9	ظَلَّلْنَا|ظُلَلٍ|ظِلًّۭا|ظَلِيلًا|ظُلَّةٌ|ظِلُّهَا|ظَلُّوا۟|ظَلَّ
