left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P20500	P24827	0.533933	0.366575	0.482783	1.0	1.0	0.666667	0.5	mutual_knn
P12179	P16097	0.533931	0.51355	0.596228	0.584392	0.357143	0.8	0.75	mutual_knn
P0413	P6815	0.53393	0.497852	0.536799	0.520166	0.7	0.857143	0.833333	mutual_knn
P6752	P9482	0.533928	0.475783	0.539402	0.532569	0.777778	0.833333	0.8	mutual_knn
P12206	P13381	0.533927	0.488593	0.56273	0.571051	0.6	0.8	0.75	mutual_knn
P0089	P1900	0.533926	0.432006	0.496357	0.65798	1.0	0.7	0.666667	containment
P0270	P3430	0.533926	0.496522	0.532747	0.526007	0.714286	0.7	0.666667	mutual_knn
P12894	P4399	0.533921	0.497903	0.559552	0.55688	0.583333	1.0	1.0	mutual_knn
P5141	P7163	0.533921	0.488612	0.5575	0.552845	0.636364	1.0	1.0	mutual_knn
P10421	P20490	0.533919	0.397658	0.49799	0.806766	1.0	0.75	0.666667	mutual_knn
P32254	P39151	0.533918	0.357296	0.494671	1.0	1.0	0.666667	0.5	mutual_knn
P4328	P4744	0.533915	0.450317	0.48622	0.610947	1.0	0.666667	0.625	mutual_knn
P12649	P5022	0.533914	0.501618	0.547172	0.530392	0.636364	1.0	1.0	mutual_knn
P39270	P41963	0.533914	0.342108	0.514187	1.0	1.0	0.666667	0.5	mutual_knn
P1478	P9541	0.533912	0.467501	0.492601	0.511258	1.0	1.0	1.0	mutual_knn
P5116	P6230	0.533912	0.489987	0.532808	0.519351	0.75	0.75	0.714286	mutual_knn
P0508	P8943	0.53391	0.512294	0.552072	0.568197	0.533333	0.857143	0.833333	containment
P38068	P42245	0.533907	0.342356	0.513846	1.0	1.0	0.666667	0.5	mutual_knn
P0857	P1851	0.533896	0.468377	0.498464	0.486636	1.0	0.666667	0.625	mutual_knn
P4666	P6067	0.533892	0.510356	0.552402	0.553354	0.555556	0.75	0.714286	mutual_knn
P17183	P9803	0.533888	0.472142	0.550034	0.589126	0.7	0.8	0.75	mutual_knn
P11097	P2255	0.533883	0.488743	0.534088	0.536851	0.733333	1.0	1.0	mutual_knn
P12522	P7122	0.533883	0.462308	0.505967	0.487557	1.0	0.8	0.75	mutual_knn
P25947	P42777	0.533876	0.336387	0.521434	1.0	1.0	0.666667	0.5	mutual_knn
P2618	P3225	0.533876	0.503991	0.543831	0.52454	0.642857	0.7	0.666667	mutual_knn
P10360	P3274	0.533875	0.515198	0.562642	0.60666	0.444444	1.0	1.0	mutual_knn
P43992	P44643	0.533875	0.35208	0.501254	1.0	1.0	0.666667	0.5	mutual_knn
P15334	P9636	0.533873	0.501689	0.563632	0.562966	0.545455	0.8	0.75	mutual_knn
P25944	P33687	0.533873	0.351491	0.502006	1.0	1.0	0.666667	0.5	mutual_knn
P24334	P26700	0.53387	0.357672	0.494049	1.0	1.0	0.666667	0.5	mutual_knn
P0757	P4075	0.533869	0.460308	0.486461	0.564692	1.0	0.666667	0.625	containment
P16312	P21280	0.533864	0.426281	0.53141	0.782659	0.777778	0.75	0.666667	mutual_knn
P2358	P8119	0.533864	0.485425	0.539181	0.517095	0.75	0.857143	0.833333	mutual_knn
P25042	P41236	0.533863	0.342198	0.513926	1.0	1.0	0.666667	0.5	mutual_knn
P4706	P5825	0.533863	0.47237	0.534097	0.520098	0.823529	0.75	0.714286	mutual_knn
P2975	P8668	0.533859	0.457966	0.504431	0.512234	1.0	0.833333	0.8	mutual_knn
P2742	P8919	0.533855	0.487934	0.545716	0.566173	0.666667	0.857143	0.833333	mutual_knn
P5234	P6655	0.533854	0.500494	0.564062	0.57364	0.538462	0.75	0.714286	mutual_knn
P12545	P16012	0.533853	0.504039	0.578934	0.59964	0.444444	0.8	0.75	mutual_knn
P31481	P40738	0.533853	0.356427	0.495603	1.0	1.0	0.666667	0.5	mutual_knn
P0273	P0398	0.533851	0.461445	0.493111	0.536116	1.0	0.7	0.666667	mutual_knn
P0323	P0861	0.533847	0.484867	0.525766	0.547162	0.769231	0.7	0.666667	mutual_knn
P11360	P15862	0.533841	0.483555	0.570186	0.58343	0.583333	0.8	0.75	mutual_knn
P12682	P13248	0.53384	0.48144	0.558558	0.52466	0.692308	0.8	0.75	mutual_knn
P1277	P4880	0.533839	0.51363	0.545832	0.528405	0.588235	0.75	0.714286	mutual_knn
P5280	P8147	0.533839	0.47064	0.560017	0.546159	0.714286	0.8	0.75	mutual_knn
P14090	P4448	0.533837	0.493937	0.53232	0.530315	0.722222	1.0	1.0	mutual_knn
P13446	P6898	0.533826	0.435938	0.489675	0.662677	1.0	0.8	0.75	mutual_knn
P2034	P4592	0.533826	0.502567	0.550841	0.533382	0.615385	0.857143	0.833333	mutual_knn
P10543	P15787	0.533825	0.479626	0.584315	0.589378	0.545455	0.8	0.75	mutual_knn
P31118	P37432	0.533825	0.370024	0.478042	1.0	1.0	0.666667	0.5	mutual_knn
P11678	P12491	0.533818	0.485317	0.579386	0.593073	0.533333	0.8	0.75	mutual_knn
P10504	P5842	0.533817	0.471462	0.558933	0.593656	0.666667	0.8	0.75	mutual_knn
P5123	P5787	0.533817	0.484233	0.548437	0.572927	0.666667	1.0	1.0	mutual_knn
P2297	P6843	0.533816	0.438088	0.520434	0.54524	1.0	0.714286	0.666667	mutual_knn
P23738	P37684	0.533816	0.344291	0.5111	1.0	1.0	0.666667	0.5	mutual_knn
P15822	P4924	0.533813	0.537215	0.605289	0.620339	0.181818	1.0	1.0	mutual_knn
P2104	P5247	0.533813	0.388431	0.570272	0.594242	1.0	0.777778	0.625	mutual_knn
P0325	P6127	0.533812	0.437384	0.495076	0.637125	1.0	0.666667	0.625	containment
P10658	P7545	0.53381	0.489167	0.536783	0.558107	0.7	0.714286	0.666667	mutual_knn
P6139	P6377	0.533805	0.451557	0.497725	0.654908	0.909091	0.666667	0.625	mutual_knn
P2699	P7238	0.533804	0.487423	0.528313	0.545543	0.75	0.857143	0.833333	mutual_knn
P10916	P6509	0.533802	0.490431	0.550199	0.538722	0.666667	0.833333	0.8	mutual_knn
P2857	P3132	0.533798	0.489695	0.525927	0.56027	0.733333	0.7	0.666667	mutual_knn
P29592	P33643	0.533798	0.32877	0.531005	1.0	1.0	0.666667	0.5	mutual_knn
P5001	P7437	0.533798	0.463883	0.501361	0.495744	1.0	0.714286	0.666667	mutual_knn
P3150	P9639	0.533794	0.501341	0.545222	0.530773	0.642857	0.857143	0.833333	mutual_knn
P14318	P4343	0.533793	0.526708	0.573243	0.576777	0.384615	1.0	1.0	mutual_knn
P3392	P5823	0.533793	0.456523	0.488727	0.573027	1.0	0.666667	0.625	mutual_knn
P16509	P8998	0.533792	0.480186	0.554379	0.536758	0.7	0.8	0.75	mutual_knn
P18150	P6647	0.533791	0.543972	0.596781	0.574027	0.227273	1.0	1.0	mutual_knn
P2851	P6923	0.53379	0.451367	0.486864	0.602723	1.0	0.75	0.714286	mutual_knn
P6858	P8660	0.53379	0.47058	0.526841	0.543008	0.833333	0.714286	0.666667	mutual_knn
P34175	P42141	0.533788	0.333235	0.525236	1.0	1.0	0.666667	0.5	mutual_knn
P2872	P3814	0.533787	0.467944	0.50969	0.525134	0.923077	0.7	0.666667	mutual_knn
P3120	P3454	0.533787	0.480453	0.524966	0.514921	0.823529	0.7	0.666667	mutual_knn
P5860	P6899	0.533786	0.48509	0.537911	0.572269	0.7	0.833333	0.8	mutual_knn
P0844	P0971	0.53378	0.50763	0.545393	0.525545	0.619048	0.7	0.666667	mutual_knn
P4987	P7573	0.53378	0.493079	0.551328	0.546434	0.642857	1.0	1.0	mutual_knn
P16403	P18888	0.533779	0.479633	0.573407	0.54752	0.625	0.8	0.75	mutual_knn
P0644	P4040	0.533777	0.486595	0.53567	0.567371	0.705882	0.7	0.666667	containment
P3603	P6038	0.533776	0.467722	0.528152	0.517812	0.866667	0.75	0.714286	mutual_knn
P0069	P0234	0.533775	0.47843	0.526443	0.552785	0.789474	0.7	0.666667	containment
P1021	P1352	0.533775	0.503629	0.529128	0.531975	0.6875	0.7	0.666667	mutual_knn
P10916	P12129	0.533774	0.505868	0.579851	0.587412	0.444444	0.8	0.75	mutual_knn
P37145	P40929	0.533774	0.342307	0.513532	1.0	1.0	0.666667	0.5	mutual_knn
P10448	P5480	0.533773	0.484719	0.567222	0.571217	0.6	0.8	0.75	mutual_knn
P11271	P14546	0.533773	0.432837	0.532114	0.527566	1.0	0.8	0.75	mutual_knn
P12153	P5274	0.533772	0.497509	0.540282	0.520443	0.6875	1.0	1.0	mutual_knn
P6896	P9231	0.53377	0.503619	0.557567	0.564372	0.555556	0.75	0.714286	mutual_knn
P7949	P8002	0.533769	0.475933	0.564304	0.554265	0.666667	0.714286	0.666667	mutual_knn
P2843	P2922	0.533767	0.475189	0.513662	0.512616	0.888889	0.7	0.666667	mutual_knn
P0866	P5955	0.533763	0.450962	0.503962	0.544437	1.0	0.75	0.714286	mutual_knn
P12208	P7261	0.53376	0.442214	0.512722	0.553108	1.0	0.8	0.75	mutual_knn
P25184	P34905	0.53376	0.334565	0.523445	1.0	1.0	0.666667	0.5	mutual_knn
P5081	P9307	0.53376	0.466521	0.5508	0.510451	0.8	0.833333	0.8	mutual_knn
P13826	P17702	0.533758	0.490658	0.577355	0.608883	0.5	0.8	0.75	mutual_knn
P0432	P2217	0.533755	0.512593	0.546945	0.537631	0.578947	0.7	0.666667	mutual_knn
P0413	P2210	0.533754	0.488471	0.515019	0.536855	0.8	0.7	0.666667	mutual_knn
P12318	P8138	0.533754	0.51429	0.598643	0.594645	0.333333	1.0	1.0	mutual_knn
P24203	P37882	0.533751	0.365172	0.484069	1.0	1.0	0.666667	0.5	mutual_knn
P15601	P7509	0.533744	0.515112	0.586089	0.568129	0.4	1.0	1.0	mutual_knn
P2127	P2883	0.533744	0.479419	0.522512	0.509155	0.842105	0.7	0.666667	mutual_knn
P2405	P3454	0.533744	0.474255	0.520829	0.505387	0.875	0.7	0.666667	mutual_knn
P2536	P2777	0.533744	0.471486	0.491732	0.494686	1.0	0.666667	0.625	mutual_knn
P33035	P38280	0.533744	0.357616	0.493761	1.0	1.0	0.666667	0.5	mutual_knn
P23030	P38653	0.533743	0.365333	0.483837	1.0	1.0	0.666667	0.5	mutual_knn
P11525	P12912	0.533742	0.44647	0.535074	0.532462	0.923077	0.8	0.75	mutual_knn
P16207	P9730	0.533741	0.50941	0.56996	0.605764	0.444444	1.0	1.0	mutual_knn
P30849	P43060	0.533741	0.365264	0.483921	1.0	1.0	0.666667	0.5	mutual_knn
P3539	P4932	0.53374	0.47915	0.527236	0.558115	0.777778	0.75	0.714286	mutual_knn
P0119	P6922	0.533739	0.537874	0.57168	0.552437	0.363636	0.75	0.714286	containment
P1065	P7146	0.533739	0.493577	0.537187	0.548642	0.6875	0.857143	0.833333	mutual_knn
P11193	P12862	0.533735	0.509959	0.581884	0.5615	0.444444	0.8	0.75	mutual_knn
P13401	P4198	0.533735	0.506646	0.5273	0.564837	0.647059	1.0	1.0	mutual_knn
P42862	P44543	0.533735	0.369084	0.478991	1.0	1.0	0.666667	0.5	mutual_knn
P14374	P3887	0.533734	0.518328	0.563418	0.571365	0.461538	1.0	1.0	mutual_knn
P2755	P6159	0.533734	0.496027	0.549731	0.55616	0.625	1.0	1.0	mutual_knn
P1340	P6942	0.53373	0.440351	0.488155	0.647174	1.0	0.833333	0.8	mutual_knn
P1542	P2039	0.533729	0.467382	0.499329	0.486419	1.0	0.7	0.666667	mutual_knn
P15668	P7597	0.533728	0.443234	0.518062	0.529506	1.0	0.8	0.75	mutual_knn
P6955	P8548	0.533724	0.501579	0.542358	0.539017	0.642857	0.714286	0.666667	mutual_knn
P43661	P45328	0.533722	0.352959	0.499688	1.0	1.0	0.666667	0.5	mutual_knn
P25026	P36492	0.533719	0.353435	0.499067	1.0	1.0	0.666667	0.5	mutual_knn
P10555	P10605	0.533718	0.513431	0.54906	0.533598	0.571429	0.714286	0.666667	mutual_knn
P7435	P9053	0.533718	0.474054	0.550662	0.562337	0.714286	0.833333	0.8	mutual_knn
P5204	P6677	0.533715	0.48264	0.540803	0.522463	0.75	0.75	0.714286	mutual_knn
P16700	P19417	0.533714	0.419842	0.485532	0.839399	0.909091	0.75	0.666667	mutual_knn
P5973	P9682	0.533712	0.491572	0.558651	0.55439	0.615385	0.8	0.75	mutual_knn
P3433	P3495	0.533706	0.465847	0.491644	0.519999	1.0	0.666667	0.625	mutual_knn
P13455	P6847	0.533705	0.464271	0.505786	0.477585	1.0	0.8	0.75	mutual_knn
P1316	P1478	0.533703	0.463466	0.49554	0.517046	1.0	0.7	0.666667	mutual_knn
P6387	P6827	0.533703	0.469358	0.529509	0.538304	0.833333	0.714286	0.666667	mutual_knn
P1699	P5095	0.533699	0.447816	0.50316	0.560757	1.0	0.75	0.714286	mutual_knn
P5777	P7826	0.533699	0.465493	0.521119	0.501684	0.916667	0.75	0.714286	mutual_knn
P5619	P5913	0.533698	0.48039	0.536908	0.510333	0.785714	1.0	1.0	mutual_knn
P0851	P2468	0.533697	0.499454	0.543953	0.554018	0.631579	0.7	0.666667	mutual_knn
P6050	P9051	0.533697	0.432982	0.505534	0.67181	0.947368	0.714286	0.666667	mutual_knn
P8099	P8228	0.533694	0.463458	0.543734	0.548304	0.8	0.714286	0.666667	mutual_knn
P10909	P7529	0.533692	0.493462	0.564005	0.586768	0.555556	0.8	0.75	mutual_knn
P14644	P8557	0.533691	0.478512	0.546808	0.555491	0.714286	0.8	0.75	mutual_knn
P1299	P2528	0.533689	0.482737	0.523253	0.499858	0.833333	0.7	0.666667	mutual_knn
P0205	P4086	0.533688	0.437488	0.482342	0.679986	1.0	0.75	0.714286	mutual_knn
P1146	P2211	0.533688	0.509577	0.53825	0.512849	0.647059	0.7	0.666667	mutual_knn
P1395	P1539	0.533688	0.470708	0.537939	0.585911	0.75	1.0	1.0	containment
P3679	P6272	0.533688	0.484256	0.536315	0.55335	0.727273	1.0	1.0	mutual_knn
P23185	P29621	0.533687	0.366688	0.481935	1.0	1.0	0.666667	0.5	mutual_knn
P10925	P4687	0.533685	0.459284	0.503215	0.508814	1.0	0.833333	0.8	mutual_knn
P6848	P8937	0.533685	0.441045	0.515181	0.549013	1.0	0.8	0.75	mutual_knn
P3469	P9676	0.533683	0.503299	0.543302	0.555045	0.615385	0.857143	0.833333	mutual_knn
P2277	P2330	0.533682	0.449978	0.484495	0.616186	1.0	0.666667	0.625	mutual_knn
P4314	P5133	0.533678	0.458717	0.517496	0.527989	0.933333	0.7	0.666667	mutual_knn
P2857	P4418	0.533677	0.468196	0.503989	0.537352	0.928571	0.7	0.666667	mutual_knn
P6286	P9639	0.533676	0.466903	0.537305	0.536949	0.818182	0.714286	0.666667	mutual_knn
P4533	P7242	0.533675	0.439898	0.522089	0.529901	1.0	0.833333	0.8	mutual_knn
P3227	P6198	0.533673	0.456087	0.504631	0.518128	1.0	0.75	0.714286	mutual_knn
P28661	P30295	0.533672	0.358985	0.491796	1.0	1.0	0.666667	0.5	mutual_knn
P10775	P5692	0.53367	0.492576	0.542431	0.554933	0.666667	1.0	1.0	mutual_knn
P34806	P38444	0.53367	0.369383	0.478422	1.0	1.0	0.666667	0.5	mutual_knn
P1158	P4173	0.533669	0.449141	0.511372	0.525759	1.0	0.7	0.666667	mutual_knn
P1202	P1276	0.533669	0.461271	0.506875	0.542464	0.944444	0.7	0.666667	mutual_knn
P6732	P9470	0.533669	0.473979	0.546595	0.5407	0.75	0.8	0.75	mutual_knn
P14012	P15105	0.533668	0.492452	0.566588	0.592131	0.545455	0.8	0.75	mutual_knn
P41188	P43614	0.533668	0.348245	0.505593	1.0	1.0	0.666667	0.5	mutual_knn
P5710	P8454	0.533666	0.468946	0.542183	0.543048	0.785714	0.8	0.75	mutual_knn
P3272	P3582	0.533662	0.474107	0.521275	0.512007	0.866667	0.7	0.666667	mutual_knn
P12763	P3649	0.533661	0.5102	0.56754	0.592784	0.461538	1.0	1.0	mutual_knn
P7526	P8485	0.533661	0.492251	0.551437	0.555083	0.636364	0.714286	0.666667	mutual_knn
P1732	P1793	0.53366	0.481287	0.514365	0.495533	0.875	0.7	0.666667	mutual_knn
P2071	P2939	0.53366	0.429387	0.491162	0.68529	1.0	0.75	0.714286	mutual_knn
P22405	P30094	0.53366	0.363227	0.486309	1.0	1.0	0.666667	0.5	mutual_knn
P24628	P41132	0.53366	0.352943	0.499529	1.0	1.0	0.666667	0.5	mutual_knn
P2544	P4799	0.53366	0.485988	0.537583	0.518117	0.75	0.75	0.714286	mutual_knn
P17679	P9470	0.533659	0.483698	0.560076	0.574683	0.625	0.8	0.75	mutual_knn
P10801	P5003	0.533658	0.484016	0.563726	0.585468	0.6	0.8	0.75	mutual_knn
P1945	P2226	0.533658	0.471215	0.516337	0.520045	0.888889	0.7	0.666667	mutual_knn
P37465	P45044	0.533655	0.34371	0.511386	1.0	1.0	0.666667	0.5	mutual_knn
P0754	P2298	0.533654	0.463332	0.507923	0.673818	0.8	0.7	0.666667	mutual_knn
P0205	P0327	0.533653	0.46443	0.503156	0.485551	1.0	0.7	0.666667	mutual_knn
P5413	P9680	0.533651	0.507674	0.559527	0.593632	0.5	0.833333	0.8	mutual_knn
P0965	P6050	0.53365	0.452326	0.50163	0.645329	0.9	0.75	0.714286	mutual_knn
P14257	P3448	0.533646	0.512318	0.560037	0.570905	0.5	1.0	1.0	mutual_knn
P15164	P9180	0.533645	0.44879	0.508582	0.703525	0.833333	0.8	0.75	mutual_knn
P4790	P9368	0.533645	0.493299	0.543234	0.52298	0.692308	0.857143	0.833333	mutual_knn
P11767	P9510	0.533644	0.464912	0.554346	0.576855	0.727273	0.8	0.75	mutual_knn
P0348	P0581	0.533641	0.465855	0.506083	0.521407	0.947368	0.7	0.666667	mutual_knn
P5415	P6393	0.533641	0.492257	0.541897	0.581754	0.642857	0.7	0.666667	containment
P16350	P8888	0.533638	0.447062	0.486601	0.712408	0.909091	0.8	0.75	mutual_knn
P3763	P9884	0.533638	0.539668	0.608043	0.552455	0.227273	1.0	1.0	mutual_knn
P6579	P7139	0.533638	0.483385	0.534677	0.567556	0.722222	0.714286	0.666667	mutual_knn
P12406	P8944	0.533637	0.482625	0.571599	0.625494	0.538462	0.8	0.75	mutual_knn
P3370	P8331	0.533637	0.414714	0.572006	0.731292	0.736842	0.777778	0.625	mutual_knn
P6369	P8461	0.533637	0.47795	0.535355	0.534076	0.777778	0.714286	0.666667	mutual_knn
P4086	P5285	0.533636	0.455144	0.505175	0.520096	1.0	0.833333	0.8	mutual_knn
P29970	P35918	0.533634	0.365747	0.482992	1.0	1.0	0.666667	0.5	mutual_knn
P1128	P6013	0.533629	0.43182	0.495938	0.657323	1.0	0.833333	0.8	mutual_knn
P11312	P11926	0.533628	0.425209	0.493666	0.695004	1.0	0.666667	0.6	mutual_knn
P0854	P2923	0.533625	0.419906	0.588201	0.564444	0.823529	0.777778	0.625	mutual_knn
P8784	P8976	0.533624	0.483946	0.538579	0.546188	0.727273	0.714286	0.666667	mutual_knn
P11835	P5737	0.533621	0.41016	0.499314	0.74289	1.0	0.8	0.75	mutual_knn
P0550	P3918	0.533619	0.396661	0.571884	0.7261	0.823529	0.777778	0.625	containment
P2721	P4565	0.533612	0.493196	0.542978	0.569259	0.647059	0.7	0.666667	mutual_knn
P4391	P7173	0.533612	0.480349	0.537502	0.559958	0.733333	1.0	1.0	mutual_knn
P35102	P41824	0.533611	0.356188	0.495218	1.0	1.0	0.666667	0.5	mutual_knn
P4054	P5320	0.533608	0.488102	0.51902	0.54527	0.777778	0.75	0.714286	mutual_knn
P5898	P6886	0.533608	0.454092	0.501892	0.536041	1.0	0.714286	0.666667	mutual_knn
P3644	P4393	0.533605	0.476286	0.514868	0.533588	0.857143	0.7	0.666667	mutual_knn
P2315	P6029	0.533604	0.455259	0.504357	0.522129	1.0	0.75	0.714286	mutual_knn
P27266	P35536	0.533604	0.368345	0.479567	1.0	1.0	0.666667	0.5	mutual_knn
P38654	P38881	0.533604	0.333235	0.52471	1.0	1.0	0.666667	0.5	mutual_knn
P23362	P37837	0.533602	0.348375	0.505238	1.0	1.0	0.666667	0.5	mutual_knn
P26459	P41960	0.533599	0.365804	0.482821	1.0	1.0	0.666667	0.5	mutual_knn
P3815	P4137	0.533597	0.497232	0.532155	0.543579	0.692308	0.7	0.666667	mutual_knn
P5220	P7837	0.533597	0.473416	0.553358	0.554562	0.714286	1.0	1.0	mutual_knn
P10660	P11692	0.533594	0.467767	0.494596	0.499906	1.0	0.666667	0.6	mutual_knn
P30490	P40264	0.533594	0.322673	0.538259	1.0	1.0	0.666667	0.5	mutual_knn
P3425	P7486	0.533593	0.494065	0.534147	0.550818	0.692308	0.857143	0.833333	mutual_knn
P5519	P7494	0.533593	0.462398	0.506545	0.482232	1.0	0.714286	0.666667	mutual_knn
P13515	P13763	0.53359	0.510191	0.562051	0.572866	0.5	0.8	0.75	mutual_knn
P1165	P2861	0.533584	0.451163	0.505251	0.537231	1.0	0.75	0.714286	mutual_knn
P11586	P9673	0.533579	0.454967	0.531976	0.559852	0.866667	0.8	0.75	mutual_knn
P10144	P6848	0.533576	0.442837	0.506667	0.569661	1.0	0.8	0.75	mutual_knn
P12839	P5410	0.533575	0.516114	0.560896	0.588563	0.461538	1.0	1.0	mutual_knn
P25390	P43558	0.533575	0.34412	0.510631	1.0	1.0	0.666667	0.5	mutual_knn
P29626	P37246	0.533575	0.34812	0.505488	1.0	1.0	0.666667	0.5	mutual_knn
P32687	P43481	0.533573	0.357026	0.494031	1.0	1.0	0.666667	0.5	mutual_knn
P4105	P8958	0.533571	0.447212	0.537532	0.525229	0.916667	1.0	1.0	mutual_knn
P0272	P0316	0.533569	0.452149	0.503943	0.53722	1.0	0.7	0.666667	mutual_knn
P3699	P9625	0.533569	0.491081	0.547497	0.573221	0.636364	1.0	1.0	mutual_knn
P2541	P2672	0.533567	0.476385	0.51112	0.545874	0.857143	0.7	0.666667	mutual_knn
P0637	P1762	0.533566	0.457975	0.504908	0.507594	1.0	0.7	0.666667	mutual_knn
P2651	P3703	0.533566	0.447385	0.505212	0.554184	1.0	0.7	0.666667	mutual_knn
P0290	P4989	0.533565	0.440687	0.484959	0.788538	0.866667	0.75	0.714286	containment
P1091	P3024	0.533565	0.499218	0.527909	0.553991	0.6875	0.7	0.666667	containment
P10883	P9035	0.533564	0.424226	0.533945	0.700673	0.857143	0.666667	0.6	mutual_knn
P1878	P2356	0.533562	0.468087	0.506626	0.508667	0.947368	0.7	0.666667	mutual_knn
P15242	P6966	0.533557	0.518582	0.557074	0.5816	0.470588	1.0	1.0	mutual_knn
P6611	P8144	0.533557	0.483451	0.540361	0.576463	0.692308	0.714286	0.666667	mutual_knn
P14481	P20194	0.533556	0.391356	0.505917	0.803749	1.0	0.75	0.666667	mutual_knn
P8210	P8266	0.533556	0.448736	0.524249	0.548045	0.933333	0.714286	0.666667	mutual_knn
P0019	P2583	0.533551	0.372868	0.552381	0.724273	1.0	0.777778	0.625	containment
P2009	P5233	0.533551	0.419	0.584397	0.558466	0.846154	0.777778	0.625	mutual_knn
P5081	P8337	0.533548	0.459455	0.498671	0.522585	1.0	0.714286	0.666667	mutual_knn
P0568	P1327	0.533547	0.494994	0.525325	0.563474	0.705882	0.7	0.666667	mutual_knn
P10984	P13985	0.533547	0.439395	0.517422	0.547211	1.0	0.8	0.75	mutual_knn
P35308	P38501	0.533546	0.345045	0.509359	1.0	1.0	0.666667	0.5	mutual_knn
P6240	P8180	0.533546	0.476408	0.559852	0.53214	0.7	1.0	1.0	mutual_knn
P11352	P7043	0.533545	0.464196	0.554489	0.555862	0.75	0.8	0.75	mutual_knn
P7244	P7298	0.533545	0.443562	0.515862	0.533904	1.0	0.714286	0.666667	mutual_knn
P0010	P0020	0.533544	0.455488	0.495903	0.550084	1.0	0.7	0.666667	containment
P1967	P3151	0.533544	0.480086	0.518823	0.525839	0.833333	0.7	0.666667	mutual_knn
P39291	P45290	0.533542	0.369993	0.477273	1.0	1.0	0.666667	0.5	mutual_knn
P1457	P4830	0.53354	0.463101	0.500461	0.49983	1.0	0.75	0.714286	mutual_knn
P7007	P7569	0.533539	0.497607	0.557626	0.544462	0.6	0.714286	0.666667	mutual_knn
P7515	P7644	0.533537	0.499097	0.539344	0.535056	0.666667	0.714286	0.666667	mutual_knn
P11796	P11811	0.533535	0.434159	0.470601	0.734533	1.0	0.666667	0.6	mutual_knn
P1639	P8273	0.533535	0.4946	0.53807	0.512124	0.714286	0.857143	0.833333	mutual_knn
P0998	P6983	0.533533	0.496899	0.563747	0.563669	0.5625	1.0	1.0	mutual_knn
P1444	P1947	0.533533	0.490442	0.525113	0.557114	0.733333	0.7	0.666667	containment
P2208	P8168	0.53353	0.468234	0.491846	0.506784	1.0	0.833333	0.8	mutual_knn
P11355	P9096	0.533527	0.431065	0.518531	0.580624	1.0	0.8	0.75	mutual_knn
P11996	P3924	0.533526	0.465593	0.495608	0.505465	1.0	1.0	1.0	mutual_knn
P6920	P9451	0.533526	0.492452	0.556292	0.547202	0.625	0.75	0.714286	mutual_knn
P11157	P9635	0.533522	0.46547	0.552554	0.579394	0.727273	0.8	0.75	mutual_knn
P1814	P3521	0.533519	0.39372	0.568428	0.573953	1.0	0.777778	0.625	mutual_knn
P4208	P6503	0.533519	0.473728	0.533251	0.567807	0.769231	1.0	1.0	mutual_knn
P9352	P9908	0.533517	0.464402	0.546823	0.5537	0.777778	0.714286	0.666667	mutual_knn
P4975	P7322	0.533515	0.47859	0.518491	0.509632	0.857143	0.857143	0.833333	mutual_knn
P24628	P40237	0.533514	0.352943	0.499112	1.0	1.0	0.666667	0.5	mutual_knn
P11054	P9715	0.533513	0.501155	0.615857	0.606256	0.318182	0.8	0.75	mutual_knn
P2181	P3312	0.533511	0.451887	0.496723	0.674198	0.888889	0.666667	0.625	containment
P6172	P6347	0.533501	0.479311	0.535661	0.534063	0.769231	0.75	0.714286	mutual_knn
P28980	P33810	0.533498	0.368078	0.479607	1.0	1.0	0.666667	0.5	mutual_knn
P0505	P5371	0.533496	0.456823	0.495645	0.544502	1.0	0.857143	0.833333	mutual_knn
P1855	P3334	0.533496	0.391135	0.580125	0.603241	0.941176	0.777778	0.625	mutual_knn
P11089	P13797	0.533495	0.485095	0.584609	0.567423	0.538462	0.8	0.75	mutual_knn
P13865	P20292	0.533494	0.411679	0.489569	0.768896	1.0	0.75	0.666667	mutual_knn
P25913	P42439	0.533493	0.362103	0.487277	1.0	1.0	0.666667	0.5	mutual_knn
P13629	P8339	0.533491	0.466306	0.604135	0.622064	0.5	0.8	0.75	mutual_knn
P7138	P9126	0.533491	0.511301	0.561343	0.569362	0.5	0.714286	0.666667	mutual_knn
P4619	P5422	0.53349	0.457889	0.514772	0.54413	0.928571	0.75	0.714286	mutual_knn
P10618	P7031	0.533488	0.485213	0.561159	0.571981	0.615385	0.833333	0.8	mutual_knn
P25097	P38033	0.533488	0.341206	0.51413	1.0	1.0	0.666667	0.5	mutual_knn
P4641	P6220	0.533485	0.48422	0.526835	0.526224	0.785714	0.75	0.714286	mutual_knn
P4382	P4594	0.533483	0.479857	0.538438	0.540936	0.75	0.7	0.666667	mutual_knn
P0243	P4973	0.533482	0.420447	0.472437	0.789276	1.0	0.75	0.714286	mutual_knn
P0616	P2258	0.533482	0.480467	0.514939	0.546904	0.823529	0.7	0.666667	mutual_knn
P1040	P1884	0.53348	0.437336	0.462266	0.748853	1.0	0.666667	0.625	mutual_knn
P28914	P32828	0.533474	0.350139	0.502604	1.0	1.0	0.666667	0.5	mutual_knn
P10376	P13123	0.533471	0.475472	0.55537	0.551289	0.7	0.8	0.75	mutual_knn
