left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P0280	P0659	0.662448	0.607731	0.614141	0.740198	1.0	0.777778	0.75	mutual_knn
P1124	P3320	0.659447	0.584485	0.631099	0.755447	1.0	0.777778	0.75	mutual_knn
P7854	P8965	0.657423	0.55078	0.645694	0.835785	1.0	0.8	0.75	mutual_knn
P0207	P1226	0.653476	0.582681	0.618256	0.748804	1.0	0.777778	0.75	mutual_knn
P1291	P2348	0.653265	0.583664	0.620078	0.735885	1.0	0.777778	0.75	mutual_knn
P11342	P17351	0.652698	0.624821	0.613999	0.566286	1.0	0.8	0.75	mutual_knn
P0492	P2453	0.652108	0.617597	0.616734	0.583323	1.0	0.777778	0.75	mutual_knn
P0227	P1505	0.651933	0.568821	0.587855	0.902142	1.0	0.777778	0.75	mutual_knn
P0599	P1468	0.6496	0.57326	0.626573	0.723321	1.0	0.777778	0.75	mutual_knn
P12548	P17413	0.648077	0.53751	0.634332	0.841816	1.0	0.8	0.75	mutual_knn
P1117	P4075	0.645263	0.574407	0.616286	0.710791	1.0	0.777778	0.75	mutual_knn
P2553	P6641	0.644116	0.520927	0.6478	0.829689	1.0	0.8	0.75	mutual_knn
P0375	P1145	0.643008	0.607983	0.604687	0.577749	1.0	0.777778	0.75	mutual_knn
P0088	P1145	0.642963	0.574474	0.610536	0.70762	1.0	0.777778	0.75	mutual_knn
P1915	P5157	0.642425	0.588102	0.608068	0.649549	1.0	0.777778	0.75	mutual_knn
P3426	P4246	0.641962	0.563195	0.590954	0.900238	0.916667	0.777778	0.75	mutual_knn
P4228	P6654	0.641656	0.59478	0.608315	0.610948	1.0	0.777778	0.75	mutual_knn
P1661	P4207	0.64048	0.548282	0.584932	0.890273	1.0	0.777778	0.75	mutual_knn
P1170	P3274	0.640475	0.547836	0.581362	0.904725	1.0	0.777778	0.75	mutual_knn
P11221	P6624	0.640126	0.53347	0.610682	0.863262	1.0	0.8	0.75	mutual_knn
P1273	P2484	0.638762	0.547561	0.574928	0.911341	1.0	0.777778	0.75	mutual_knn
P1135	P4140	0.638088	0.540339	0.583793	0.906083	1.0	0.777778	0.75	mutual_knn
P0219	P2254	0.637625	0.590568	0.614553	0.567752	1.0	0.777778	0.75	mutual_knn
P7071	P9992	0.637326	0.538647	0.608033	0.821229	1.0	0.8	0.75	mutual_knn
P0302	P1591	0.636938	0.576249	0.587054	0.721568	1.0	0.777778	0.75	mutual_knn
P4957	P6415	0.636909	0.581782	0.599186	0.716422	0.9375	0.777778	0.75	mutual_knn
P14123	P18791	0.636383	0.596226	0.592125	0.608371	1.0	0.8	0.75	mutual_knn
P1178	P4075	0.636339	0.601269	0.596299	0.570629	1.0	0.777778	0.75	mutual_knn
P1783	P5719	0.636304	0.548866	0.587682	0.898757	0.9375	0.777778	0.75	mutual_knn
P3569	P4227	0.636205	0.548849	0.571568	0.891744	1.0	0.777778	0.75	mutual_knn
P0358	P0388	0.635526	0.564235	0.592004	0.744188	1.0	0.777778	0.75	mutual_knn
P1132	P3175	0.635265	0.562795	0.596527	0.732227	1.0	0.777778	0.75	mutual_knn
P2676	P5242	0.635198	0.582959	0.601682	0.622775	1.0	0.777778	0.75	mutual_knn
P7624	P7645	0.63464	0.527894	0.563107	1.0	1.0	0.714286	0.666667	mutual_knn
P2129	P4420	0.634423	0.540484	0.576982	0.892621	1.0	0.777778	0.75	mutual_knn
P1460	P4317	0.634336	0.573202	0.605489	0.703567	0.941176	0.777778	0.75	mutual_knn
P0921	P1850	0.634037	0.594591	0.602381	0.556376	1.0	0.777778	0.75	mutual_knn
P1900	P2730	0.633931	0.575829	0.581931	0.711323	1.0	0.777778	0.75	mutual_knn
P3755	P5500	0.633492	0.545691	0.567623	0.892628	1.0	0.777778	0.75	mutual_knn
P0287	P2221	0.633011	0.544216	0.5826	0.892034	0.95	0.777778	0.75	mutual_knn
P0066	P0992	0.63295	0.580836	0.610974	0.577333	1.0	0.777778	0.75	mutual_knn
P0025	P1591	0.632773	0.56874	0.582995	0.727909	1.0	0.777778	0.75	mutual_knn
P14694	P8670	0.632694	0.517886	0.618465	0.831828	1.0	0.8	0.75	mutual_knn
P0526	P2928	0.632626	0.59165	0.597245	0.573474	1.0	0.777778	0.75	mutual_knn
P0005	P0614	0.632621	0.579851	0.609836	0.582459	1.0	0.777778	0.75	mutual_knn
P1311	P2924	0.632573	0.563059	0.581995	0.754981	1.0	0.777778	0.75	mutual_knn
P0098	P1595	0.632444	0.565716	0.582837	0.738791	1.0	0.777778	0.75	mutual_knn
P0360	P2466	0.632333	0.560897	0.606763	0.675616	1.0	0.7	0.666667	mutual_knn
P1475	P2612	0.632189	0.562886	0.586233	0.737083	1.0	0.777778	0.75	mutual_knn
P0860	P2756	0.63194	0.559897	0.582895	0.759727	1.0	0.777778	0.75	mutual_knn
P0284	P1071	0.631868	0.584319	0.600358	0.587986	1.0	0.777778	0.75	mutual_knn
P2675	P5800	0.631824	0.540975	0.574943	0.871553	1.0	0.777778	0.75	mutual_knn
P18802	P7637	0.631554	0.588099	0.60021	0.568357	1.0	1.0	1.0	mutual_knn
P1241	P2818	0.631421	0.554595	0.59577	0.733337	1.0	0.777778	0.75	mutual_knn
P1046	P3259	0.631274	0.584152	0.600635	0.581838	1.0	0.777778	0.75	mutual_knn
P11311	P14674	0.630999	0.586392	0.599048	0.574562	1.0	0.8	0.75	mutual_knn
P18211	P6063	0.630946	0.595054	0.58693	0.577458	1.0	1.0	1.0	mutual_knn
P0108	P0683	0.630942	0.580641	0.602356	0.588286	1.0	0.777778	0.75	mutual_knn
P13087	P7851	0.630798	0.587702	0.596165	0.57675	1.0	0.8	0.75	mutual_knn
P1118	P2777	0.630792	0.585441	0.5973	0.582888	1.0	0.777778	0.75	mutual_knn
P4098	P5696	0.630767	0.563229	0.590672	0.705784	1.0	0.777778	0.75	mutual_knn
P2833	P5879	0.630544	0.58148	0.600747	0.586162	1.0	0.777778	0.75	mutual_knn
P0836	P4598	0.630283	0.560919	0.5873	0.723144	1.0	0.777778	0.75	mutual_knn
P0048	P1366	0.63011	0.572997	0.611776	0.5814	1.0	0.777778	0.75	mutual_knn
P3785	P5345	0.630024	0.566712	0.588442	0.690485	1.0	0.777778	0.75	mutual_knn
P12184	P8383	0.629815	0.549274	0.571457	0.826316	1.0	0.8	0.75	mutual_knn
P0416	P2455	0.629626	0.552772	0.598888	0.768241	0.944444	0.777778	0.75	mutual_knn
P13155	P7478	0.629527	0.583095	0.604489	0.555632	1.0	0.8	0.75	mutual_knn
P17129	P7631	0.629512	0.591392	0.605508	0.514584	1.0	1.0	1.0	mutual_knn
P2398	P2924	0.62936	0.555538	0.58837	0.734391	1.0	0.777778	0.75	mutual_knn
P3154	P5249	0.629339	0.567324	0.585787	0.690183	1.0	0.777778	0.75	mutual_knn
P11796	P11996	0.629286	0.580364	0.596048	0.595051	1.0	0.8	0.75	mutual_knn
P3100	P5024	0.629175	0.5327	0.572342	0.891401	1.0	0.777778	0.75	mutual_knn
P12538	P9168	0.629153	0.544094	0.576162	0.826539	1.0	0.8	0.75	mutual_knn
P16921	P9080	0.629052	0.581112	0.596732	0.586949	1.0	0.8	0.75	mutual_knn
P1752	P3298	0.628809	0.536234	0.587563	0.895493	0.923077	0.777778	0.75	mutual_knn
P1741	P3847	0.628632	0.562911	0.591352	0.739043	0.944444	0.777778	0.75	mutual_knn
P3307	P5213	0.628428	0.582103	0.596966	0.575437	1.0	0.777778	0.75	mutual_knn
P11276	P14356	0.628334	0.529268	0.609801	0.844252	0.923077	0.8	0.75	mutual_knn
P0412	P1064	0.628321	0.560008	0.592372	0.745432	0.944444	0.777778	0.75	mutual_knn
P1773	P1853	0.628271	0.52906	0.573186	0.895791	1.0	0.777778	0.75	mutual_knn
P11582	P5822	0.628264	0.525444	0.602234	0.810322	1.0	0.8	0.75	mutual_knn
P0033	P1505	0.628205	0.559553	0.580465	0.732434	1.0	0.777778	0.75	mutual_knn
P2577	P4559	0.6281	0.544309	0.585895	0.914307	0.866667	0.777778	0.75	mutual_knn
P1261	P2578	0.628067	0.566345	0.60552	0.612799	1.0	0.777778	0.75	mutual_knn
P2667	P4819	0.627881	0.564749	0.580093	0.707116	1.0	0.777778	0.75	mutual_knn
P2293	P5514	0.627756	0.558863	0.576847	0.743714	1.0	0.777778	0.75	mutual_knn
P3614	P5150	0.627643	0.552786	0.590266	0.722963	1.0	0.777778	0.75	mutual_knn
P0743	P2648	0.627251	0.577809	0.592765	0.597688	1.0	0.777778	0.75	mutual_knn
P0117	P1505	0.627175	0.576576	0.592489	0.603445	1.0	0.777778	0.75	mutual_knn
P0312	P0936	0.627048	0.562542	0.576521	0.721218	1.0	0.777778	0.75	mutual_knn
P15920	P6080	0.626968	0.58357	0.595264	0.560188	1.0	1.0	1.0	mutual_knn
P0072	P0608	0.626773	0.527204	0.572651	0.891029	1.0	0.777778	0.75	mutual_knn
P1318	P5514	0.626451	0.570965	0.598391	0.600802	1.0	0.777778	0.75	mutual_knn
P0396	P1040	0.626437	0.57557	0.594464	0.593683	1.0	0.777778	0.75	mutual_knn
P0486	P2869	0.626408	0.529001	0.569294	0.891042	1.0	0.777778	0.75	mutual_knn
P0831	P2652	0.626388	0.527233	0.575152	0.878299	1.0	0.777778	0.75	mutual_knn
P2110	P4815	0.626269	0.563939	0.595009	0.713859	0.928571	0.777778	0.75	mutual_knn
P0774	P1850	0.626259	0.57918	0.59774	0.564194	1.0	0.777778	0.75	mutual_knn
P0650	P2545	0.626123	0.582544	0.588349	0.580563	1.0	0.777778	0.75	mutual_knn
P3094	P4901	0.626063	0.56318	0.593677	0.71512	0.933333	0.777778	0.75	mutual_knn
P0047	P0389	0.626012	0.553174	0.583011	0.730294	1.0	0.777778	0.75	mutual_knn
P0164	P1366	0.625987	0.574395	0.600996	0.571604	1.0	0.777778	0.75	mutual_knn
P13556	P18002	0.625886	0.581145	0.587328	0.588059	1.0	0.8	0.75	mutual_knn
P1457	P2545	0.625851	0.577573	0.591204	0.59022	1.0	0.777778	0.75	mutual_knn
P3374	P5408	0.6258	0.574058	0.594982	0.592307	1.0	0.777778	0.75	mutual_knn
P0678	P0773	0.625786	0.552013	0.580333	0.742641	1.0	0.777778	0.75	mutual_knn
P4434	P6791	0.625758	0.530037	0.569734	0.878343	1.0	0.777778	0.75	mutual_knn
P2742	P4188	0.625739	0.532558	0.560163	0.900306	1.0	0.777778	0.75	mutual_knn
P2834	P5462	0.625647	0.559024	0.579809	0.711526	1.0	0.777778	0.75	mutual_knn
P0979	P3501	0.625551	0.573143	0.612512	0.754789	0.777778	0.777778	0.75	mutual_knn
P0033	P1238	0.625493	0.571475	0.598815	0.587445	1.0	0.777778	0.75	mutual_knn
P0911	P4976	0.625473	0.55776	0.583343	0.703108	1.0	0.777778	0.75	mutual_knn
P0526	P1772	0.625372	0.578844	0.595911	0.563231	1.0	0.777778	0.75	mutual_knn
P10870	P14681	0.625202	0.51708	0.593111	0.849272	1.0	0.8	0.75	mutual_knn
P0648	P1867	0.625139	0.570523	0.599698	0.585094	1.0	0.777778	0.75	mutual_knn
P3616	P5506	0.625085	0.545008	0.567228	0.903921	0.909091	0.777778	0.75	mutual_knn
P1287	P1693	0.625013	0.561081	0.584332	0.680103	1.0	0.7	0.666667	mutual_knn
P3874	P5833	0.62494	0.54362	0.583299	0.761567	1.0	0.777778	0.75	mutual_knn
P1610	P5477	0.624926	0.536874	0.571155	0.911207	0.923077	0.777778	0.75	mutual_knn
P0749	P2284	0.624843	0.577489	0.595174	0.566625	1.0	0.777778	0.75	mutual_knn
P3689	P5213	0.624826	0.575195	0.592953	0.58455	1.0	0.777778	0.75	mutual_knn
P0066	P0587	0.624772	0.572328	0.593634	0.594523	1.0	0.777778	0.75	mutual_knn
P12161	P9317	0.624623	0.522595	0.592837	0.819622	1.0	0.8	0.75	mutual_knn
P0304	P3418	0.62455	0.578479	0.590169	0.57675	1.0	0.777778	0.75	mutual_knn
P0658	P2640	0.624462	0.549536	0.58356	0.729251	1.0	0.777778	0.75	mutual_knn
P3954	P5258	0.624404	0.570953	0.59682	0.585884	1.0	0.777778	0.75	mutual_knn
P1351	P3929	0.624033	0.582053	0.592922	0.545864	1.0	0.777778	0.75	mutual_knn
P0034	P1450	0.624002	0.553092	0.578005	0.728094	1.0	0.777778	0.75	mutual_knn
P0223	P1591	0.623993	0.576501	0.592757	0.571022	1.0	0.777778	0.75	mutual_knn
P1650	P3620	0.623967	0.541044	0.589875	0.740406	1.0	0.777778	0.75	mutual_knn
P3043	P5533	0.623946	0.577716	0.586565	0.586766	1.0	0.777778	0.75	mutual_knn
P14642	P8913	0.623864	0.532427	0.596184	0.833002	0.923077	0.8	0.75	mutual_knn
P0041	P2254	0.623773	0.569221	0.598763	0.580568	1.0	0.777778	0.75	mutual_knn
P2143	P3698	0.623764	0.579401	0.589758	0.566175	1.0	0.777778	0.75	mutual_knn
P3182	P5213	0.623687	0.577473	0.589492	0.575021	1.0	0.777778	0.75	mutual_knn
P0141	P0470	0.623655	0.573252	0.588562	0.596947	1.0	0.777778	0.75	mutual_knn
P0797	P3929	0.623428	0.574672	0.593617	0.570593	1.0	0.777778	0.75	mutual_knn
P18439	P6918	0.623389	0.576998	0.59264	0.563161	1.0	1.0	1.0	mutual_knn
P0286	P2095	0.623354	0.57871	0.591143	0.560339	1.0	0.777778	0.75	mutual_knn
P2014	P4330	0.623226	0.566476	0.596466	0.595483	1.0	0.777778	0.75	mutual_knn
P3204	P6172	0.623207	0.525733	0.5803	0.912148	0.923077	0.777778	0.75	mutual_knn
P1479	P2455	0.623062	0.537403	0.587252	0.756919	1.0	0.777778	0.75	mutual_knn
P0229	P1867	0.622863	0.549617	0.580757	0.722705	1.0	0.777778	0.75	mutual_knn
P0227	P1238	0.622738	0.568305	0.594833	0.588096	1.0	0.777778	0.75	mutual_knn
P3170	P4330	0.622575	0.569414	0.596255	0.576497	1.0	0.777778	0.75	mutual_knn
P0397	P0772	0.622537	0.573074	0.589224	0.584247	1.0	0.777778	0.75	mutual_knn
P0190	P1505	0.622472	0.575518	0.591215	0.565639	1.0	0.777778	0.75	mutual_knn
P0591	P1489	0.622385	0.554005	0.571894	0.729195	1.0	0.777778	0.75	mutual_knn
P3263	P4886	0.622326	0.57307	0.589232	0.582138	1.0	0.777778	0.75	mutual_knn
P1060	P3289	0.622207	0.565075	0.581703	0.709942	0.933333	0.777778	0.75	mutual_knn
P2668	P4809	0.622179	0.559824	0.595982	0.727755	0.888889	0.777778	0.75	mutual_knn
P0764	P1745	0.622051	0.554731	0.567734	0.737148	1.0	0.777778	0.75	mutual_knn
P0796	P2172	0.622044	0.54732	0.582795	0.71772	1.0	0.777778	0.75	mutual_knn
P0112	P4924	0.62201	0.561857	0.59807	0.598503	1.0	0.777778	0.75	mutual_knn
P11893	P6873	0.621931	0.56775	0.592615	0.590284	1.0	0.8	0.75	mutual_knn
P0218	P0857	0.6219	0.554606	0.569365	0.730494	1.0	0.777778	0.75	mutual_knn
P0287	P3071	0.621849	0.561189	0.598557	0.698189	0.9	0.777778	0.75	mutual_knn
P0691	P3763	0.621842	0.57386	0.587523	0.579719	1.0	0.777778	0.75	mutual_knn
P0753	P4293	0.621793	0.557091	0.584482	0.72783	0.9375	0.777778	0.75	mutual_knn
P0672	P1772	0.621769	0.571922	0.591894	0.57241	1.0	0.777778	0.75	mutual_knn
P1822	P4720	0.621699	0.559027	0.58302	0.737722	0.923077	0.777778	0.75	mutual_knn
P6535	P8796	0.621572	0.518815	0.588635	0.820828	1.0	0.8	0.75	mutual_knn
P1040	P1267	0.621519	0.563178	0.594817	0.599025	1.0	0.777778	0.75	mutual_knn
P12956	P8149	0.621513	0.578302	0.585393	0.563899	1.0	0.8	0.75	mutual_knn
P1952	P3698	0.6215	0.577714	0.585527	0.565949	1.0	0.777778	0.75	mutual_knn
P0044	P0439	0.62145	0.579784	0.586584	0.552424	1.0	0.777778	0.75	mutual_knn
P3240	P4541	0.62139	0.538775	0.575733	0.907682	0.866667	0.777778	0.75	mutual_knn
P4272	P5717	0.621364	0.562584	0.594271	0.685399	0.916667	0.777778	0.75	mutual_knn
P12938	P17078	0.62135	0.531919	0.572449	0.816295	1.0	0.8	0.75	mutual_knn
P0035	P0119	0.621335	0.549478	0.57411	0.73131	1.0	0.777778	0.75	mutual_knn
P1842	P4067	0.621274	0.562277	0.595804	0.714831	0.882353	0.777778	0.75	mutual_knn
P0116	P0609	0.621259	0.549759	0.570508	0.741902	1.0	0.777778	0.75	mutual_knn
P1521	P1764	0.621259	0.5332	0.569144	0.887853	0.933333	0.777778	0.75	mutual_knn
P0909	P2277	0.621254	0.550325	0.574085	0.726784	1.0	0.777778	0.75	mutual_knn
P2650	P5558	0.621254	0.550583	0.580715	0.773837	0.928571	0.777778	0.75	mutual_knn
P1171	P2704	0.62125	0.570734	0.582439	0.605661	1.0	0.777778	0.75	mutual_knn
P0966	P2284	0.621235	0.570561	0.591154	0.575787	1.0	0.777778	0.75	mutual_knn
P12433	P16212	0.621165	0.526973	0.578527	0.815434	1.0	0.8	0.75	mutual_knn
P3632	P4423	0.621165	0.550274	0.579083	0.708628	1.0	0.777778	0.75	mutual_knn
P0250	P1603	0.62105	0.571719	0.589851	0.573284	1.0	0.777778	0.75	mutual_knn
P0004	P0929	0.621048	0.546988	0.583511	0.706743	1.0	0.777778	0.75	mutual_knn
P12890	P9095	0.620987	0.525137	0.573329	0.840099	1.0	0.8	0.75	mutual_knn
P10706	P15696	0.620966	0.522665	0.569953	0.862836	1.0	0.8	0.75	mutual_knn
P3074	P5764	0.620861	0.562369	0.595444	0.593899	1.0	0.777778	0.75	mutual_knn
P3074	P5258	0.620752	0.564705	0.59528	0.582862	1.0	0.777778	0.75	mutual_knn
P3220	P5374	0.620735	0.557042	0.581486	0.727959	0.9375	0.777778	0.75	mutual_knn
P0343	P0358	0.620679	0.56873	0.591695	0.57657	1.0	0.777778	0.75	mutual_knn
P0486	P1772	0.620624	0.574204	0.588431	0.562812	1.0	0.777778	0.75	mutual_knn
P4718	P6001	0.620605	0.573735	0.585247	0.575873	1.0	0.777778	0.75	mutual_knn
P15061	P5903	0.620447	0.569015	0.588585	0.583851	1.0	1.0	1.0	mutual_knn
P0033	P1059	0.620341	0.569969	0.585827	0.588156	1.0	0.777778	0.75	mutual_knn
P0031	P2627	0.620312	0.544896	0.574999	0.738597	1.0	0.777778	0.75	mutual_knn
P2833	P5521	0.620312	0.569736	0.587548	0.582888	1.0	0.777778	0.75	mutual_knn
P0035	P0434	0.620257	0.569259	0.588396	0.581523	1.0	0.777778	0.75	mutual_knn
P2778	P4757	0.620211	0.543325	0.57859	0.898745	0.833333	0.777778	0.75	mutual_knn
P11324	P4444	0.620199	0.579305	0.582747	0.5555	1.0	1.0	1.0	mutual_knn
P13857	P9531	0.620145	0.574428	0.590094	0.5512	1.0	0.8	0.75	mutual_knn
P0697	P2284	0.620092	0.572845	0.587689	0.566207	1.0	0.777778	0.75	mutual_knn
P0436	P2172	0.620027	0.570155	0.594042	0.55542	1.0	0.777778	0.75	mutual_knn
P0658	P3474	0.620004	0.546577	0.574626	0.729251	1.0	0.777778	0.75	mutual_knn
P2619	P4167	0.620002	0.56548	0.584191	0.610693	1.0	0.777778	0.75	mutual_knn
P0488	P1644	0.619918	0.544825	0.575946	0.731656	1.0	0.777778	0.75	mutual_knn
P0565	P3659	0.619911	0.562844	0.592947	0.724328	0.866667	0.777778	0.75	mutual_knn
P10493	P16899	0.619884	0.556353	0.60824	0.566416	1.0	0.8	0.75	mutual_knn
P0056	P0435	0.61987	0.554335	0.567304	0.718629	1.0	0.777778	0.75	mutual_knn
P0886	P1509	0.619859	0.563283	0.598941	0.567526	1.0	0.777778	0.75	mutual_knn
P1066	P3528	0.619826	0.554908	0.583128	0.715784	0.944444	0.777778	0.75	mutual_knn
P0753	P3550	0.619794	0.558359	0.59125	0.740948	0.875	0.777778	0.75	mutual_knn
P4765	P5620	0.619791	0.530733	0.590279	0.743639	1.0	0.833333	0.8	mutual_knn
P3830	P5009	0.61979	0.549682	0.572867	0.719296	1.0	0.777778	0.75	mutual_knn
P0035	P2610	0.619731	0.524377	0.550847	0.909653	1.0	0.777778	0.75	mutual_knn
P0033	P1381	0.619683	0.545211	0.57662	0.725215	1.0	0.777778	0.75	mutual_knn
P4032	P5296	0.619662	0.560946	0.604794	0.732048	0.823529	0.777778	0.75	mutual_knn
P2589	P3698	0.619612	0.570681	0.588659	0.567745	1.0	0.777778	0.75	mutual_knn
P17710	P8549	0.619586	0.569298	0.589264	0.571599	1.0	1.0	1.0	mutual_knn
P3951	P6129	0.619583	0.541216	0.590816	0.755005	0.9375	0.777778	0.75	mutual_knn
P1889	P3535	0.619574	0.56879	0.589335	0.573514	1.0	0.777778	0.75	mutual_knn
P2772	P4873	0.619553	0.565678	0.590063	0.584757	1.0	0.777778	0.75	mutual_knn
P0202	P1328	0.619545	0.575783	0.636328	0.604548	0.772727	0.777778	0.75	mutual_knn
P0078	P0873	0.619535	0.544748	0.573405	0.737068	1.0	0.777778	0.75	mutual_knn
P11837	P16508	0.619514	0.530275	0.568315	0.819798	1.0	0.8	0.75	mutual_knn
P0457	P2927	0.619491	0.551721	0.588458	0.723992	0.928571	0.777778	0.75	mutual_knn
P7085	P8722	0.619444	0.57277	0.585391	0.568114	1.0	0.8	0.75	mutual_knn
P0459	P2249	0.6194	0.571756	0.585383	0.572259	1.0	0.777778	0.75	mutual_knn
P2367	P2924	0.619367	0.520139	0.552584	0.918999	1.0	0.777778	0.75	mutual_knn
P0137	P1867	0.619321	0.570625	0.585496	0.576166	1.0	0.777778	0.75	mutual_knn
P0918	P3812	0.619288	0.519757	0.561344	0.889268	1.0	0.777778	0.75	mutual_knn
P2623	P4273	0.619274	0.541109	0.581327	0.723105	1.0	0.777778	0.75	mutual_knn
P0089	P0983	0.619103	0.557849	0.596195	0.594024	1.0	0.777778	0.75	mutual_knn
P0214	P1851	0.618927	0.568691	0.583325	0.588526	1.0	0.777778	0.75	mutual_knn
P0121	P1199	0.618871	0.543353	0.572292	0.740598	1.0	0.777778	0.75	mutual_knn
P0564	P2620	0.618859	0.557655	0.57967	0.702923	0.947368	0.777778	0.75	mutual_knn
P0729	P3936	0.618816	0.545361	0.57689	0.773747	0.941176	0.777778	0.75	mutual_knn
P1600	P3575	0.618809	0.554746	0.576306	0.727299	0.947368	0.777778	0.75	mutual_knn
P13466	P17494	0.618641	0.507439	0.592138	0.830452	1.0	0.8	0.75	mutual_knn
P13452	P9387	0.618589	0.529631	0.567342	0.816856	1.0	0.8	0.75	mutual_knn
P1039	P3707	0.618565	0.559634	0.586329	0.748483	0.866667	0.777778	0.75	mutual_knn
P0571	P3000	0.618515	0.555361	0.578818	0.71279	0.947368	0.777778	0.75	mutual_knn
P2345	P4829	0.618511	0.539998	0.575305	0.741553	1.0	0.777778	0.75	mutual_knn
P14743	P8946	0.618498	0.57057	0.582207	0.579689	1.0	0.8	0.75	mutual_knn
P2966	P5048	0.618473	0.551916	0.584383	0.73269	0.923077	0.777778	0.75	mutual_knn
P11198	P8141	0.618456	0.567974	0.588736	0.5681	1.0	0.8	0.75	mutual_knn
P2422	P5137	0.618421	0.546057	0.571452	0.726866	1.0	0.777778	0.75	mutual_knn
P3592	P4745	0.618354	0.543217	0.575497	0.724819	1.0	0.777778	0.75	mutual_knn
P0517	P3315	0.61819	0.57129	0.585533	0.561728	1.0	0.777778	0.75	mutual_knn
P2525	P3764	0.618175	0.545061	0.575646	0.714212	1.0	0.777778	0.75	mutual_knn
P0089	P0936	0.618092	0.562645	0.588526	0.589173	1.0	0.777778	0.75	mutual_knn
P1295	P2560	0.617987	0.574153	0.585874	0.545625	1.0	0.777778	0.75	mutual_knn
P0207	P0782	0.617897	0.547092	0.580633	0.684844	1.0	0.7	0.666667	mutual_knn
P2123	P4421	0.617844	0.567484	0.578971	0.598362	1.0	0.777778	0.75	mutual_knn
P1350	P3183	0.617826	0.551125	0.58788	0.70312	0.9375	0.777778	0.75	mutual_knn
P2403	P5130	0.617768	0.555535	0.593673	0.724917	0.875	0.777778	0.75	mutual_knn
P3462	P6154	0.617754	0.574666	0.584802	0.54474	1.0	0.75	0.714286	mutual_knn
P0080	P1259	0.617697	0.544596	0.567672	0.739442	1.0	0.777778	0.75	mutual_knn
P0147	P1774	0.617664	0.546216	0.56975	0.724545	1.0	0.777778	0.75	mutual_knn
P1274	P3438	0.617662	0.540744	0.588137	0.747295	0.9375	0.777778	0.75	mutual_knn
P0881	P1935	0.617583	0.566099	0.587892	0.570766	1.0	0.777778	0.75	mutual_knn
P0034	P0470	0.61755	0.538936	0.570635	0.753063	1.0	0.777778	0.75	mutual_knn
P2299	P4557	0.617453	0.568272	0.584862	0.570292	1.0	0.777778	0.75	mutual_knn
P1041	P3911	0.617445	0.540453	0.571294	0.742887	1.0	0.777778	0.75	mutual_knn
P10100	P15141	0.617374	0.509185	0.58865	0.822135	1.0	0.8	0.75	mutual_knn
P0673	P1834	0.617321	0.538191	0.57117	0.752255	1.0	0.777778	0.75	mutual_knn
P0530	P2228	0.617313	0.545674	0.570341	0.721403	1.0	0.777778	0.75	mutual_knn
P4245	P4903	0.617296	0.540523	0.578637	0.715379	1.0	0.777778	0.75	mutual_knn
P0320	P1450	0.617288	0.566614	0.588247	0.564255	1.0	0.777778	0.75	mutual_knn
P12522	P8686	0.617262	0.561108	0.597706	0.555662	1.0	0.8	0.75	mutual_knn
P10226	P8573	0.617208	0.520586	0.575435	0.815427	1.0	0.8	0.75	mutual_knn
P4350	P4677	0.6172	0.553973	0.584425	0.724546	0.909091	0.777778	0.75	mutual_knn
P3906	P5906	0.617122	0.544325	0.576325	0.704612	1.0	0.777778	0.75	mutual_knn
P0114	P1238	0.61712	0.556306	0.592486	0.594124	1.0	0.777778	0.75	mutual_knn
P11134	P14674	0.617113	0.57008	0.587406	0.549854	1.0	0.8	0.75	mutual_knn
P2457	P5089	0.617011	0.541026	0.58117	0.701395	1.0	0.777778	0.75	mutual_knn
P3121	P6169	0.616966	0.552938	0.587643	0.69135	0.933333	0.777778	0.75	mutual_knn
P4126	P5398	0.616947	0.561483	0.582057	0.605594	1.0	0.777778	0.75	mutual_knn
P1430	P3256	0.616903	0.573519	0.579459	0.560088	1.0	0.777778	0.75	mutual_knn
P1279	P5245	0.616876	0.551915	0.57677	0.721999	0.944444	0.777778	0.75	mutual_knn
P9396	P9663	0.616873	0.513348	0.575227	0.845372	1.0	0.8	0.75	mutual_knn
P13564	P8630	0.616836	0.514801	0.587258	0.79636	1.0	0.8	0.75	mutual_knn
P0962	P2096	0.616832	0.563574	0.58177	0.596046	1.0	0.777778	0.75	mutual_knn
P0355	P1366	0.616819	0.559395	0.594181	0.571277	1.0	0.777778	0.75	mutual_knn
P12466	P8189	0.616806	0.560838	0.578881	0.618201	1.0	1.0	1.0	mutual_knn
P0918	P2975	0.616784	0.542899	0.569094	0.732962	1.0	0.777778	0.75	mutual_knn
P0050	P0793	0.616783	0.546233	0.57738	0.688951	1.0	0.777778	0.75	mutual_knn
P2422	P4886	0.616749	0.562874	0.583601	0.59196	1.0	0.777778	0.75	mutual_knn
P0081	P0392	0.616728	0.561887	0.58558	0.589261	1.0	0.777778	0.75	mutual_knn
P2592	P4327	0.616708	0.571906	0.578168	0.569917	1.0	0.777778	0.75	mutual_knn
P2071	P2768	0.616688	0.570134	0.579523	0.572942	1.0	0.777778	0.75	mutual_knn
P0080	P1554	0.616608	0.560171	0.582298	0.607272	1.0	0.777778	0.75	mutual_knn
P1682	P3965	0.616594	0.569235	0.582761	0.564717	1.0	0.777778	0.75	mutual_knn
