left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C015	C047	0.74297	0.867671	0.50908	0.591728	0.972379	0.683447	1.0	mutual_knn
C013	C066	0.732974	0.8716	0.564223	0.340787	0.93828	0.786358	1.0	mutual_knn
C078	C086	0.73291	0.803887	0.511146	0.780117	0.996111	0.680819	0.932769	mutual_knn
C225	C254	0.725076	0.793326	0.543053	0.672988	0.981981	0.75521	1.0	mutual_knn
C150	C409	0.715199	0.775293	0.57336	0.555449	1.0	0.751329	0.892452	mutual_knn
C006	C007	0.706191	0.737158	0.567372	0.677072	0.996935	0.727442	0.862282	mutual_knn
C029	C073	0.702481	0.71732	0.577984	0.714824	0.989434	0.838221	0.873898	mutual_knn
C012	C153	0.694868	0.701829	0.568059	0.742084	0.993274	0.820038	0.9463	mutual_knn
C071	C138	0.691173	0.737672	0.543006	0.606033	0.988317	0.736438	0.898329	mutual_knn
C042	C138	0.687251	0.758527	0.51982	0.534558	0.985862	0.769739	0.895967	mutual_knn
C698	C735	0.681004	0.711535	0.530246	0.67828	0.983343	0.727783	0.869039	mutual_knn
C109	C153	0.678433	0.74194	0.481434	0.643214	0.987116	0.656239	0.909408	mutual_knn
C017	C379	0.67639	0.665667	0.569943	0.739054	0.986678	0.843083	0.818247	mutual_knn
C033	C615	0.675948	0.703055	0.525984	0.671532	0.994717	0.815915	0.867111	mutual_knn
C010	C015	0.674376	0.698811	0.560053	0.582639	0.986909	0.752575	0.949593	mutual_knn
C012	C109	0.673786	0.727408	0.495301	0.627565	0.987353	0.741859	0.90137	mutual_knn
C010	C127	0.670666	0.703929	0.515294	0.66327	0.977865	0.713715	0.909418	mutual_knn
C524	C564	0.670273	0.683688	0.565518	0.606697	0.98104	0.725593	0.83912	mutual_knn
C001	C055	0.669883	0.708688	0.538591	0.546637	0.992983	0.834031	0.852456	mutual_knn
C042	C071	0.665453	0.631917	0.558347	0.829643	0.990259	0.768352	0.788453	mutual_knn
C567	C594	0.663503	0.686639	0.570742	0.513311	0.976296	0.814214	0.944005	mutual_knn
C121	C153	0.659944	0.675358	0.517738	0.688735	0.980704	0.705663	0.835858	mutual_knn
C005	C015	0.657219	0.682845	0.539735	0.547344	0.991416	0.752575	0.949593	mutual_knn
C051	C420	0.656798	0.698573	0.492739	0.618179	0.978723	0.686254	0.853545	mutual_knn
C001	C011	0.656106	0.662315	0.531415	0.6859	0.969343	0.731938	0.797428	mutual_knn
C012	C121	0.65488	0.655559	0.535865	0.673953	0.989455	0.820038	0.9463	mutual_knn
C005	C010	0.653467	0.633649	0.575331	0.661998	0.978437	0.747277	0.785165	mutual_knn
C091	C240	0.652761	0.675624	0.528183	0.59094	0.973997	0.698904	0.827509	mutual_knn
C125	C202	0.651168	0.637617	0.550707	0.706058	0.965422	0.735816	0.789968	mutual_knn
C038	C135	0.648923	0.684797	0.525448	0.527377	0.961524	0.732414	0.93534	mutual_knn
C543	C587	0.648421	0.686907	0.520198	0.533296	0.955778	0.692796	0.833084	mutual_knn
C044	C366	0.647355	0.687964	0.555426	0.427263	0.940188	0.807032	0.817969	mutual_knn
C510	C620	0.646646	0.679838	0.536453	0.541244	0.916667	0.704378	0.837903	mutual_knn
C068	C444	0.645243	0.67485	0.557289	0.499545	0.906765	0.725705	1.0	mutual_knn
C274	C378	0.644415	0.676965	0.44163	0.768007	0.966434	0.655714	0.845165	mutual_knn
C054	C254	0.644279	0.624882	0.559894	0.653596	0.985102	0.756251	0.866924	mutual_knn
C098	C320	0.642527	0.620277	0.523005	0.770811	0.984063	0.698971	0.816171	mutual_knn
C109	C121	0.642419	0.694651	0.45793	0.590606	0.986537	0.656239	0.909408	mutual_knn
C304	C657	0.642157	0.660515	0.523548	0.585785	0.962567	0.718774	0.835046	mutual_knn
C240	C521	0.64083	0.634514	0.528276	0.658714	0.992184	0.697118	0.797923	mutual_knn
C099	C343	0.640338	0.629416	0.553337	0.607626	0.988668	0.726165	0.775184	mutual_knn
C130	C174	0.639939	0.676695	0.521069	0.488712	0.963995	0.716999	0.864675	mutual_knn
C463	C501	0.638682	0.679368	0.520557	0.464057	0.964253	0.688209	0.912563	mutual_knn
C282	C590	0.637695	0.640068	0.575977	0.491509	0.957172	0.774481	0.927444	mutual_knn
C082	C409	0.637447	0.668974	0.48687	0.628693	0.940299	0.783739	0.870018	mutual_knn
C209	C826	0.63727	0.760833	0.453794	0.298595	0.908555	0.665618	0.922679	mutual_knn
C056	C078	0.637041	0.649413	0.466841	0.730339	0.992486	0.664849	0.792708	mutual_knn
C259	C521	0.636569	0.620779	0.509612	0.732957	1.0	0.685649	0.797923	mutual_knn
C067	C073	0.635058	0.660811	0.513265	0.520228	0.986501	0.703429	0.827189	mutual_knn
C851	C881	0.633549	0.654169	0.537995	0.492978	0.957686	0.728015	0.827761	mutual_knn
C110	C735	0.632004	0.660376	0.501617	0.549445	0.963863	0.758783	0.798299	mutual_knn
C059	C207	0.630672	0.628104	0.542512	0.553568	0.985102	0.706816	0.801653	mutual_knn
C010	C047	0.630123	0.663123	0.474996	0.573714	0.986915	0.666153	1.0	mutual_knn
C082	C150	0.629824	0.643731	0.512671	0.601268	0.940299	0.783739	0.870018	mutual_knn
C559	C756	0.629106	0.599129	0.578317	0.608627	0.951843	0.788741	0.931131	mutual_knn
C016	C044	0.628159	0.677271	0.480589	0.517297	0.936176	0.655853	0.887013	mutual_knn
C244	C549	0.627781	0.624526	0.560752	0.499866	0.973062	0.742481	0.793007	mutual_knn
C240	C494	0.626837	0.622196	0.518018	0.619925	0.983415	0.683312	0.823818	mutual_knn
C091	C521	0.626652	0.612725	0.528714	0.642354	0.974398	0.693548	0.801912	mutual_knn
C104	C353	0.625972	0.644735	0.49456	0.564543	0.987828	0.680747	0.910396	mutual_knn
C003	C125	0.625638	0.624225	0.52665	0.566594	0.988708	0.706593	0.796426	mutual_knn
C286	C342	0.625465	0.581231	0.564059	0.664774	0.991544	0.834757	0.932401	mutual_knn
C110	C698	0.62257	0.61443	0.543248	0.567678	0.956123	0.758783	0.792629	mutual_knn
C030	C358	0.620566	0.571376	0.573059	0.642353	0.987248	0.743903	0.824759	mutual_knn
C006	C018	0.619586	0.577732	0.533008	0.719105	0.989071	0.722954	0.801539	mutual_knn
C244	C688	0.618972	0.626982	0.550867	0.478444	0.92376	0.745999	0.81329	mutual_knn
C005	C047	0.617406	0.647402	0.458864	0.586281	0.97418	0.666153	1.0	mutual_knn
C402	C587	0.616844	0.664486	0.449093	0.537296	0.961429	0.622583	0.826271	mutual_knn
C240	C259	0.61659	0.595103	0.51592	0.65044	0.992184	0.697118	0.755997	mutual_knn
C667	C743	0.615476	0.648861	0.499736	0.430456	0.980797	0.774121	0.904375	mutual_knn
C704	C718	0.615211	0.593096	0.530621	0.628414	0.966353	0.700299	0.753478	mutual_knn
C130	C307	0.61481	0.591105	0.536668	0.603401	0.979164	0.727945	0.793812	mutual_knn
C508	C680	0.614349	0.666409	0.458022	0.542417	0.894959	0.650212	0.926052	mutual_knn
C280	C378	0.61417	0.654605	0.449348	0.54812	0.972509	0.627734	0.850709	mutual_knn
C056	C086	0.61379	0.603395	0.462328	0.738785	0.995153	0.664849	0.782255	mutual_knn
C551	C844	0.613067	0.538947	0.589027	0.705808	0.963051	0.788159	0.822038	mutual_knn
C049	C137	0.612338	0.616666	0.524133	0.531798	0.935857	0.68916	0.786055	mutual_knn
C193	C320	0.612143	0.589296	0.478978	0.750709	0.987306	0.663679	0.774609	mutual_knn
C124	C134	0.611208	0.621537	0.515877	0.51797	0.938797	0.812866	1.0	mutual_knn
C050	C375	0.610147	0.545747	0.521922	0.8199	0.987071	0.720922	0.741829	mutual_knn
C569	C691	0.60904	0.552316	0.55578	0.711119	0.950366	0.815716	0.858113	mutual_knn
C048	C166	0.608879	0.589767	0.546456	0.529805	0.970777	0.72244	0.744748	mutual_knn
C152	C483	0.608761	0.651159	0.432884	0.544465	0.9887	0.647523	0.890991	mutual_knn
C090	C108	0.60848	0.540384	0.551622	0.745458	0.982558	0.773275	0.806678	mutual_knn
C642	C852	0.606683	0.65557	0.479512	0.418356	0.932083	0.662141	0.828681	mutual_knn
C091	C494	0.60574	0.562404	0.527016	0.692252	0.972082	0.697047	0.794764	mutual_knn
C224	C334	0.605098	0.626438	0.554489	0.373062	0.882258	0.746667	0.776062	mutual_knn
C491	C852	0.601132	0.586607	0.544418	0.484267	0.960769	0.728873	0.849575	mutual_knn
C702	C906	0.600792	0.560635	0.509172	0.737211	0.940019	0.687965	0.828068	mutual_knn
C074	C510	0.60017	0.590371	0.530911	0.503051	0.954065	0.693754	0.794587	mutual_knn
C175	C291	0.598285	0.60189	0.506077	0.538198	0.916972	0.727674	0.925411	mutual_knn
C470	C504	0.597771	0.629746	0.440695	0.549902	0.956989	0.619892	0.796925	mutual_knn
C198	C397	0.597405	0.57199	0.508448	0.617275	0.971483	0.719484	0.738078	mutual_knn
C038	C207	0.596617	0.635571	0.473726	0.421526	0.945611	0.646005	0.85026	mutual_knn
C449	C876	0.594849	0.628482	0.480371	0.429371	0.935601	0.659222	0.877779	mutual_knn
C272	C412	0.594434	0.62891	0.382228	0.679975	0.973131	0.554224	0.836913	mutual_knn
C023	C193	0.593972	0.553388	0.488712	0.714315	0.992331	0.727667	0.803626	mutual_knn
C003	C053	0.59314	0.573534	0.516494	0.541299	0.972948	0.724281	0.770672	mutual_knn
C495	C797	0.59201	0.578188	0.536929	0.484178	0.934199	0.771454	0.776532	mutual_knn
C670	C827	0.591702	0.537269	0.557506	0.593773	0.964379	0.739122	0.793711	mutual_knn
C274	C280	0.590804	0.59295	0.438301	0.645797	0.982587	0.66087	0.840499	mutual_knn
C030	C048	0.590546	0.557802	0.555615	0.484152	0.965458	0.733356	0.778671	mutual_knn
C264	C535	0.590443	0.596492	0.514088	0.401168	0.978535	0.713381	0.926737	mutual_knn
C135	C232	0.589907	0.627523	0.454051	0.526948	0.872357	0.662367	0.78695	mutual_knn
C234	C448	0.589153	0.552903	0.486696	0.693632	0.973298	0.675526	0.713667	mutual_knn
C129	C257	0.588936	0.505414	0.541124	0.743038	0.995877	0.709178	0.695358	mutual_knn
C397	C504	0.588611	0.602339	0.460212	0.506082	0.987697	0.6429	0.827953	mutual_knn
C413	C644	0.587457	0.632584	0.43849	0.428313	0.967868	0.628251	0.904623	mutual_knn
C026	C078	0.586561	0.595955	0.406312	0.691868	0.975036	0.632481	0.88569	mutual_knn
C119	C137	0.586542	0.580653	0.535873	0.420451	0.934081	0.697841	0.744364	mutual_knn
C198	C504	0.586462	0.565884	0.503374	0.53356	0.991515	0.729852	0.783931	mutual_knn
C076	C176	0.586428	0.528086	0.533061	0.669721	0.954949	0.697449	0.737493	mutual_knn
C187	C467	0.586136	0.563908	0.476288	0.638046	0.974913	0.697844	0.744024	mutual_knn
C293	C424	0.585942	0.526651	0.529718	0.641108	0.995902	0.692827	0.693991	mutual_knn
C027	C166	0.585439	0.550926	0.522402	0.559053	0.973502	0.700578	0.755591	mutual_knn
C054	C227	0.584526	0.554492	0.507934	0.56361	0.985394	0.746592	0.735189	mutual_knn
C141	C184	0.584042	0.503786	0.511951	0.793308	0.992331	0.730113	0.704288	mutual_knn
C119	C164	0.584038	0.48624	0.53802	0.807684	0.987438	0.706394	0.697302	mutual_knn
C129	C247	0.583715	0.569391	0.530413	0.413673	0.985279	0.701246	0.739876	mutual_knn
C038	C059	0.58352	0.600763	0.477111	0.431076	0.96898	0.646006	0.788924	mutual_knn
C571	C730	0.582667	0.575241	0.512155	0.463502	0.950495	0.726392	0.79033	mutual_knn
C330	C366	0.582603	0.579369	0.525267	0.394366	0.959024	0.712813	0.784414	mutual_knn
C383	C725	0.582473	0.636881	0.391312	0.520625	0.945765	0.607159	0.847447	mutual_knn
C421	C697	0.582309	0.547305	0.534916	0.554341	0.927478	0.712555	0.727053	mutual_knn
C111	C241	0.582301	0.542447	0.460959	0.735858	0.992037	0.679269	0.768779	mutual_knn
C029	C067	0.581773	0.597664	0.443964	0.503317	0.994199	0.676346	0.752753	mutual_knn
C025	C035	0.58173	0.561021	0.506112	0.512774	0.981081	0.678251	0.77159	mutual_knn
C670	C776	0.579597	0.612809	0.489245	0.397416	0.866778	0.685022	0.852524	mutual_knn
C001	C004	0.57956	0.55606	0.47231	0.60882	0.989554	0.731938	0.797428	mutual_knn
C025	C201	0.579166	0.539403	0.489194	0.658846	0.968216	0.729637	0.815212	mutual_knn
C131	C307	0.578863	0.595072	0.442832	0.510043	0.974735	0.622399	0.783096	mutual_knn
C001	C062	0.578047	0.551811	0.486478	0.585886	0.976092	0.813577	0.851216	mutual_knn
C013	C544	0.577771	0.613871	0.436412	0.413452	0.985664	0.688215	0.787516	mutual_knn
C023	C159	0.577727	0.609816	0.473356	0.377859	0.930258	0.670187	0.787346	mutual_knn
C900	C920	0.577317	0.531737	0.538319	0.553178	0.94635	0.71643	0.7251	mutual_knn
C005	C064	0.577273	0.514446	0.510444	0.695145	0.974022	0.708334	0.689935	mutual_knn
C074	C164	0.577186	0.533877	0.536204	0.541468	0.952394	0.704991	0.725036	mutual_knn
C064	C127	0.576986	0.609898	0.398802	0.559996	0.963964	0.58261	0.83097	mutual_knn
C391	C474	0.576839	0.603502	0.437436	0.455864	0.982708	0.616762	0.81882	mutual_knn
C088	C365	0.576304	0.587306	0.529998	0.34141	0.895102	0.694329	0.753237	mutual_knn
C039	C116	0.576109	0.521751	0.519517	0.629996	0.963796	0.684908	0.742862	mutual_knn
C072	C133	0.575769	0.553632	0.458974	0.63338	0.979222	0.684931	0.799269	mutual_knn
C325	C426	0.575565	0.569758	0.486404	0.472612	0.975036	0.746759	0.939491	mutual_knn
C107	C569	0.575164	0.579896	0.553303	0.41441	0.777844	0.815716	0.858113	mutual_knn
C054	C225	0.574992	0.526092	0.500103	0.675258	0.9439	0.756251	0.691181	mutual_knn
C139	C416	0.574739	0.56971	0.478185	0.495025	0.969263	0.652453	0.741792	mutual_knn
C183	C332	0.573618	0.518496	0.51109	0.628207	0.982224	0.761252	0.747004	mutual_knn
C260	C420	0.573601	0.570921	0.479125	0.509762	0.934269	0.719701	0.854171	mutual_knn
C451	C546	0.573273	0.530219	0.547039	0.514597	0.925923	0.733484	0.715029	mutual_knn
C139	C304	0.572992	0.495762	0.537493	0.653746	0.98488	0.808574	1.0	mutual_knn
C016	C057	0.572735	0.616031	0.425115	0.442378	0.929476	0.642654	0.887013	mutual_knn
C080	C138	0.572023	0.578418	0.384517	0.67943	0.995154	0.557542	0.794157	mutual_knn
C068	C345	0.571967	0.51147	0.539467	0.595413	0.9485	0.769029	0.734274	mutual_knn
C007	C018	0.571829	0.554983	0.455233	0.591643	0.986039	0.647263	0.794829	mutual_knn
C862	C919	0.571784	0.541557	0.546987	0.432049	0.937043	0.750951	0.838831	mutual_knn
C471	C749	0.571592	0.63247	0.49036	0.325882	0.756605	0.677212	0.87355	mutual_knn
C083	C140	0.570822	0.522357	0.52483	0.529061	0.99288	0.722905	0.742398	mutual_knn
C069	C170	0.570401	0.566884	0.466187	0.545168	0.925859	0.665251	0.803917	mutual_knn
C038	C232	0.570386	0.571948	0.478603	0.510211	0.8981	0.648855	0.818636	mutual_knn
C049	C074	0.570038	0.522699	0.527707	0.520898	0.982864	0.692414	0.713875	mutual_knn
C256	C720	0.56989	0.601074	0.451014	0.446213	0.894272	0.629062	0.793937	mutual_knn
C058	C125	0.56891	0.519417	0.479881	0.664779	0.987597	0.674901	0.694724	mutual_knn
C121	C301	0.568829	0.547221	0.505596	0.461624	0.973774	0.687083	0.71754	mutual_knn
C594	C730	0.56855	0.581425	0.500086	0.431313	0.846802	0.668157	0.797947	mutual_knn
C157	C364	0.567911	0.53442	0.49532	0.536092	0.984955	0.709771	0.703789	mutual_knn
C198	C370	0.567434	0.549262	0.473675	0.540916	0.966092	0.650539	0.875755	mutual_knn
C046	C105	0.566322	0.512222	0.519824	0.562578	0.980061	0.719407	0.708764	mutual_knn
C141	C461	0.565454	0.564454	0.548955	0.248675	0.93673	0.726579	0.732814	mutual_knn
C081	C221	0.565328	0.561895	0.466204	0.517583	0.927613	0.679447	0.774785	mutual_knn
C088	C623	0.565314	0.557827	0.532365	0.325499	0.94141	0.702394	0.75475	mutual_knn
C303	C578	0.564589	0.530794	0.491182	0.544871	0.973502	0.750936	0.857414	mutual_knn
C008	C043	0.564579	0.59428	0.417205	0.465092	0.957686	0.597565	0.872136	mutual_knn
C029	C741	0.564564	0.578392	0.449306	0.467277	0.938489	0.641754	1.0	mutual_knn
C042	C080	0.563928	0.547642	0.446698	0.581141	0.97984	0.692012	0.737269	mutual_knn
C048	C358	0.563919	0.526129	0.500608	0.549237	0.957488	0.6708	0.71696	mutual_knn
C190	C454	0.56388	0.64038	0.328365	0.473793	0.978019	0.526038	0.88133	mutual_knn
C624	C751	0.563636	0.542697	0.47299	0.548587	0.955317	0.657666	0.808736	mutual_knn
C291	C374	0.563567	0.524797	0.525214	0.489413	0.946628	0.766524	0.77879	mutual_knn
C026	C086	0.563205	0.548796	0.402388	0.699213	0.981693	0.632481	0.88569	mutual_knn
C046	C266	0.563131	0.487355	0.525466	0.632334	0.985798	0.715886	0.774776	mutual_knn
C017	C190	0.562879	0.589029	0.390915	0.514893	0.996007	0.603466	0.88133	mutual_knn
C004	C011	0.562789	0.555506	0.441199	0.552626	0.974135	0.659835	0.796289	mutual_knn
C342	C531	0.562567	0.558022	0.453257	0.537897	0.937893	0.632617	0.73645	mutual_knn
C709	C798	0.562284	0.499084	0.517001	0.604931	0.971483	0.687099	0.726219	mutual_knn
C404	C807	0.561244	0.548036	0.513764	0.400042	0.930923	0.717177	0.744635	mutual_knn
C144	C234	0.561074	0.579584	0.414611	0.483734	0.98525	0.618477	0.809635	mutual_knn
C127	C169	0.560187	0.543701	0.412307	0.654876	0.991571	0.590536	0.729518	mutual_knn
C567	C730	0.560028	0.573787	0.48047	0.442667	0.847269	0.728936	0.775434	mutual_knn
C006	C097	0.559907	0.542541	0.433166	0.611622	0.975242	0.647768	0.73629	mutual_knn
C234	C530	0.559883	0.55001	0.422137	0.598399	0.983971	0.608244	0.712298	mutual_knn
C076	C260	0.559568	0.518096	0.520516	0.487668	0.955986	0.726026	0.805487	mutual_knn
C228	C312	0.559504	0.607556	0.382981	0.453772	0.954547	0.598269	1.0	mutual_knn
C480	C534	0.559081	0.557403	0.450311	0.474781	0.978083	0.683054	0.809607	mutual_knn
C298	C463	0.558277	0.532716	0.461568	0.615081	0.919409	0.633228	0.760317	mutual_knn
C365	C623	0.558068	0.584895	0.464724	0.399488	0.862538	0.640047	0.763741	mutual_knn
C050	C184	0.558059	0.474703	0.493794	0.753828	0.97187	0.710868	0.707524	mutual_knn
C007	C097	0.557878	0.554498	0.429373	0.541047	0.977118	0.640545	0.759217	mutual_knn
C161	C587	0.557783	0.561141	0.388477	0.666553	0.940144	0.562303	0.762831	mutual_knn
C046	C234	0.55697	0.527196	0.461372	0.569754	0.97985	0.646475	0.760484	mutual_knn
C045	C063	0.556906	0.55232	0.462553	0.444981	0.974824	0.719235	0.782959	mutual_knn
C091	C259	0.556444	0.53236	0.44441	0.595006	0.974398	0.62324	0.703609	mutual_knn
C375	C405	0.55643	0.497499	0.491766	0.645871	0.95564	0.711751	0.67466	mutual_knn
C044	C057	0.555974	0.54199	0.43085	0.609983	0.947255	0.655853	0.741216	mutual_knn
C247	C257	0.555848	0.564949	0.461853	0.362759	0.985412	0.632983	0.733078	mutual_knn
C130	C131	0.555397	0.534078	0.417098	0.637247	0.995039	0.622399	0.783096	mutual_knn
C330	C629	0.555241	0.508204	0.505474	0.556003	0.938971	0.752805	0.873505	mutual_knn
C321	C600	0.555029	0.495645	0.438048	0.762447	0.995474	0.651538	0.6646	mutual_knn
C092	C117	0.554762	0.501291	0.451478	0.689141	0.997587	0.625268	0.675093	mutual_knn
C069	C428	0.554165	0.541325	0.45127	0.50624	0.974979	0.660572	0.717836	mutual_knn
C293	C533	0.553857	0.501468	0.525451	0.459365	0.995513	0.693811	0.720635	mutual_knn
C003	C384	0.552926	0.555638	0.439855	0.442803	0.988708	0.657099	0.80783	mutual_knn
C493	C778	0.552737	0.506646	0.486832	0.539135	0.994505	0.655284	0.765543	mutual_knn
C010	C064	0.552187	0.531375	0.424953	0.630048	0.960085	0.64016	0.696279	mutual_knn
C039	C342	0.552074	0.494912	0.533524	0.467151	0.978451	0.697842	0.671323	mutual_knn
C024	C373	0.552028	0.498214	0.518049	0.54079	0.934269	0.723175	0.720002	mutual_knn
C289	C519	0.550604	0.53608	0.43961	0.570222	0.936591	0.622028	0.705515	mutual_knn
C022	C338	0.550591	0.55327	0.443398	0.472082	0.937279	0.71428	0.750528	mutual_knn
C104	C215	0.550472	0.502361	0.504476	0.50478	0.974707	0.678544	0.709664	mutual_knn
C131	C332	0.549993	0.548791	0.393791	0.582538	0.992062	0.607534	0.770843	mutual_knn
C107	C223	0.549192	0.497744	0.459393	0.632073	0.992953	0.739584	1.0	mutual_knn
C150	C425	0.548889	0.552095	0.414643	0.51983	0.964653	0.673174	0.800585	mutual_knn
C274	C755	0.548814	0.517464	0.435081	0.638381	0.957196	0.650465	0.728477	mutual_knn
C389	C491	0.54854	0.49654	0.525721	0.516034	0.909509	0.756479	0.820545	mutual_knn
C685	C718	0.548332	0.531611	0.457372	0.505386	0.947758	0.630529	0.773433	mutual_knn
C139	C770	0.548006	0.533105	0.429968	0.561758	0.962874	0.65809	0.710078	mutual_knn
C035	C083	0.546574	0.499727	0.493384	0.501598	0.985355	0.754104	0.746163	mutual_knn
C108	C194	0.546288	0.495653	0.426681	0.724925	0.979643	0.642515	0.80119	mutual_knn
C161	C216	0.546173	0.498729	0.45242	0.669229	0.941593	0.630872	0.682152	mutual_knn
C036	C186	0.546046	0.519481	0.504973	0.391045	0.957099	0.711873	0.686714	mutual_knn
C210	C251	0.545719	0.589074	0.353351	0.487089	0.964683	0.542012	0.760884	mutual_knn
C851	C878	0.545071	0.494367	0.515567	0.476638	0.955533	0.718647	0.690718	mutual_knn
C335	C477	0.544534	0.538915	0.449977	0.448065	0.95277	0.621239	0.780822	mutual_knn
C245	C477	0.544256	0.537462	0.45493	0.465274	0.925187	0.625461	0.775393	mutual_knn
C175	C557	0.543601	0.586917	0.406744	0.372648	0.908541	0.638274	0.855834	mutual_knn
C224	C400	0.542944	0.561898	0.447375	0.311441	0.966379	0.656371	0.822746	mutual_knn
C066	C439	0.542479	0.534201	0.455481	0.425562	0.961783	0.737499	0.940718	mutual_knn
C305	C623	0.542247	0.544523	0.46326	0.359138	0.950933	0.643355	0.730723	mutual_knn
C161	C402	0.541907	0.533757	0.390857	0.605575	0.972139	0.567304	0.713097	mutual_knn
C076	C149	0.541383	0.437245	0.539736	0.65399	0.954406	0.708565	0.618848	mutual_knn
C465	C805	0.540796	0.492507	0.487959	0.524035	0.957506	0.656414	0.720224	mutual_knn
C023	C573	0.540143	0.470941	0.484479	0.620275	0.973012	0.7773	0.669937	mutual_knn
C222	C467	0.540093	0.449322	0.565452	0.511073	0.946895	0.726444	0.714811	mutual_knn
C325	C609	0.540048	0.479474	0.522903	0.474123	0.960277	0.736182	0.658202	mutual_knn
C125	C384	0.539714	0.532713	0.416124	0.495619	0.989583	0.616491	0.756521	mutual_knn
C772	C907	0.539178	0.58789	0.391971	0.333416	0.943005	0.60761	0.875887	mutual_knn
C617	C680	0.538879	0.52022	0.438475	0.484053	0.988212	0.738529	0.919894	mutual_knn
C187	C610	0.538781	0.509625	0.467676	0.525364	0.911293	0.66329	0.725684	mutual_knn
C585	C630	0.53853	0.529851	0.443405	0.459346	0.946485	0.640945	0.699515	mutual_knn
C069	C468	0.538402	0.570614	0.410817	0.363981	0.934513	0.671989	0.752044	mutual_knn
C108	C311	0.53775	0.490494	0.426027	0.668285	0.978664	0.631278	0.792004	mutual_knn
C629	C823	0.537598	0.456398	0.479524	0.674697	0.980723	0.69673	0.656446	mutual_knn
C190	C379	0.537587	0.564367	0.323392	0.592589	0.991266	0.526038	0.88133	mutual_knn
C491	C642	0.53725	0.521331	0.457106	0.424386	0.970143	0.63484	0.828681	mutual_knn
C734	C886	0.535799	0.55588	0.402482	0.451027	0.920115	0.58156	0.744179	mutual_knn
C294	C669	0.535633	0.471239	0.497464	0.57903	0.928709	0.677988	0.641582	mutual_knn
C433	C543	0.535566	0.492079	0.450164	0.580893	0.963885	0.631336	0.684203	mutual_knn
C051	C260	0.5354	0.533951	0.42048	0.488533	0.934269	0.686254	0.853545	mutual_knn
C053	C812	0.53514	0.52759	0.418882	0.48148	0.975327	0.613993	0.802654	mutual_knn
C459	C703	0.535037	0.549034	0.397085	0.479392	0.934552	0.596381	0.756983	mutual_knn
C016	C366	0.534575	0.555454	0.401615	0.377729	0.9859	0.640317	0.781499	mutual_knn
C023	C320	0.534237	0.496456	0.396881	0.686616	0.982834	0.646822	0.714303	mutual_knn
C107	C178	0.53418	0.49462	0.440366	0.596562	0.951037	0.614099	0.690494	mutual_knn
C161	C543	0.534053	0.512205	0.393914	0.619597	0.978167	0.569341	0.702161	mutual_knn
C135	C207	0.533821	0.560462	0.383745	0.395504	0.98916	0.592694	0.752537	mutual_knn
C202	C384	0.533346	0.513772	0.461615	0.434447	0.945309	0.639326	0.727532	mutual_knn
C527	C610	0.532687	0.516992	0.368492	0.644975	0.99146	0.581815	0.704239	mutual_knn
C085	C254	0.532355	0.520898	0.440098	0.412794	0.985972	0.623686	0.807762	mutual_knn
C175	C279	0.532337	0.582264	0.38211	0.339686	0.92603	0.638274	0.855834	mutual_knn
C256	C429	0.532236	0.53812	0.440605	0.329192	0.980752	0.625517	0.726122	mutual_knn
C022	C196	0.531473	0.508772	0.411408	0.574393	0.96225	0.628193	0.720387	mutual_knn
C763	C808	0.531381	0.512757	0.450668	0.436007	0.962007	0.633244	0.75392	mutual_knn
C186	C403	0.530855	0.514774	0.485005	0.301675	0.977995	0.669471	0.708711	mutual_knn
C298	C501	0.530645	0.463369	0.46439	0.625116	0.971318	0.635864	0.788877	mutual_knn
C099	C142	0.530487	0.482766	0.419079	0.66329	0.970519	0.595707	0.683893	mutual_knn
C177	C404	0.530239	0.491633	0.426814	0.57923	0.984554	0.650098	0.689582	mutual_knn
C513	C855	0.530066	0.598224	0.460781	0.293892	0.6333	0.799034	0.883796	mutual_knn
C114	C592	0.529887	0.490766	0.464238	0.468665	0.983665	0.643974	0.662999	mutual_knn
C400	C826	0.529858	0.564807	0.41442	0.334858	0.896421	0.587793	0.922679	mutual_knn
C298	C586	0.529704	0.503498	0.473385	0.411071	0.948324	0.654638	0.763697	mutual_knn
C054	C085	0.529592	0.491494	0.471925	0.453867	0.968803	0.661602	0.686441	mutual_knn
C783	C800	0.529262	0.496724	0.433387	0.599881	0.908952	0.653102	0.683949	mutual_knn
C013	C354	0.528997	0.542445	0.412577	0.384866	0.955143	0.686616	0.851387	mutual_knn
C421	C523	0.528988	0.458817	0.49496	0.531792	0.979122	0.688322	0.639297	mutual_knn
C024	C041	0.528814	0.463368	0.43654	0.672403	0.989275	0.631203	0.698338	mutual_knn
C136	C325	0.528723	0.466753	0.468893	0.585267	0.961524	0.691596	0.763834	mutual_knn
C790	C813	0.52869	0.55059	0.410021	0.372293	0.931589	0.611049	0.754076	mutual_knn
C161	C717	0.52842	0.537318	0.391918	0.474187	0.94767	0.570731	0.829322	mutual_knn
C030	C199	0.528341	0.398222	0.538176	0.681832	0.995937	0.702307	0.711411	mutual_knn
C365	C857	0.5283	0.576288	0.388155	0.315206	0.921883	0.574854	0.860655	mutual_knn
C216	C587	0.528044	0.512132	0.395284	0.60271	0.931219	0.570963	0.700696	mutual_knn
